,CVaR0,CVaR1,$|CVaR_2 - CVaR_1|$,Max CVaR,VaR0,VaR1,$|VaR_2 - VaR_1|$,Max VaR,SemiVar0,SemiVar1,Max SemiVar,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,Payout Cost,a_1,a_2,b_1,b_2,p1,p2
27,48.79,57.01,8.22,57.01,46.47,47.02,0.55,47.02,143.84,459.02,459.02,0.79,61.44,90.00,37.77,2855.83,0.90,0.83,-24.34,-27.99,19.67,14.21
28,58.54,56.70,1.84,58.54,48.03,46.06,1.97,48.03,293.76,381.95,381.95,0.21,57.30,101.86,53.16,4456.33,0.77,0.87,-19.78,-20.38,17.79,21.37
29,61.30,55.43,5.87,61.30,47.01,47.35,0.35,47.35,350.03,402.94,402.94,0.66,54.54,90.00,43.64,3546.45,0.91,0.90,-28.15,-25.69,17.14,18.39
30,48.71,55.30,6.59,55.30,45.84,47.63,1.79,47.63,82.11,113.96,113.96,0.84,53.60,83.54,37.98,2994.39,0.89,0.82,-22.20,-26.23,20.79,15.18
31,54.18,51.88,2.30,54.18,46.99,45.42,1.57,46.99,125.30,135.99,135.99,0.71,60.38,90.00,38.67,2961.66,0.87,0.89,-27.86,-23.36,15.51,19.78
32,51.86,49.04,2.82,51.86,50.42,47.97,2.45,50.42,113.65,110.73,113.65,0.79,56.40,78.91,30.98,2251.58,0.86,0.87,-31.41,-26.52,15.43,18.61
33,50.56,53.76,3.19,53.76,46.92,47.84,0.92,47.84,287.58,497.64,497.64,0.70,61.73,99.40,46.93,3767.38,0.87,0.90,-26.83,-26.48,16.93,18.72
34,52.02,52.33,0.31,52.33,47.03,45.92,1.11,47.03,150.22,253.83,253.83,0.52,54.64,90.02,43.57,3537.64,0.83,0.86,-25.11,-21.89,16.31,19.79
35,50.60,48.45,2.15,50.60,46.01,44.34,1.67,46.01,202.96,108.77,202.96,0.80,59.25,90.00,39.64,3075.01,0.91,0.90,-24.98,-24.13,19.08,18.31
36,60.75,58.01,2.74,60.75,48.25,47.44,0.82,48.25,295.71,382.86,382.86,0.79,63.83,90.00,35.74,2616.65,0.80,0.89,-26.10,-24.30,15.27,20.35
37,53.18,55.07,1.89,55.07,47.14,49.49,2.35,49.49,322.62,256.74,322.62,0.41,61.96,96.77,44.11,3481.33,0.86,0.88,-23.82,-30.08,18.96,15.82
38,53.60,55.11,1.51,55.11,47.50,48.78,1.28,48.78,296.42,124.90,296.42,0.66,63.37,90.00,36.14,2663.27,0.88,0.88,-24.02,-31.90,20.23,14.63
39,55.82,55.71,0.12,55.82,46.62,46.93,0.31,46.93,225.87,226.77,226.77,0.70,57.91,90.00,40.77,3208.76,0.89,0.90,-25.72,-25.61,18.01,18.74
40,57.76,53.76,4.00,57.76,48.27,46.79,1.47,48.27,228.49,58.37,228.49,0.89,63.01,90.00,36.44,2698.67,0.90,0.78,-26.64,-20.98,19.54,19.00
41,55.90,54.85,1.05,55.90,45.16,46.70,1.54,46.70,204.19,169.84,204.19,0.84,56.49,90.00,41.99,3351.20,0.72,0.88,-17.19,-23.98,18.70,20.12
42,57.75,53.70,4.05,57.75,46.18,46.02,0.16,46.18,198.28,234.23,234.23,0.28,54.86,90.00,43.37,3513.96,0.77,0.85,-20.61,-22.42,17.57,19.54
43,52.05,53.36,1.32,53.36,46.75,45.41,1.34,46.75,128.22,174.49,174.49,0.76,55.52,87.52,40.33,3200.36,0.89,0.85,-28.18,-21.51,16.45,19.47
44,51.47,54.66,3.19,54.66,46.48,47.55,1.07,47.55,154.53,202.38,202.38,0.73,63.14,90.00,36.33,2686.31,0.88,0.88,-24.44,-27.90,19.38,17.25
45,50.20,56.59,6.39,56.59,46.87,48.06,1.20,48.06,141.51,254.55,254.55,0.92,61.27,90.00,37.92,2872.76,0.90,0.88,-23.61,-29.73,20.69,14.96
46,50.46,53.04,2.57,53.04,45.32,46.84,1.52,46.84,159.81,194.99,194.99,0.83,56.32,89.91,42.03,3358.52,0.86,0.87,-22.57,-26.45,19.25,17.00
47,54.39,51.96,2.42,54.39,45.02,45.71,0.68,45.71,92.55,203.46,203.46,0.87,61.73,90.00,37.53,2827.12,0.89,0.92,-26.44,-24.24,16.20,19.35
48,59.72,57.92,1.80,59.72,46.47,45.22,1.25,46.47,209.21,157.69,209.21,0.73,58.63,90.00,40.16,3136.59,0.90,0.89,-27.59,-22.47,15.99,19.34
49,50.36,51.16,0.80,51.16,46.23,47.22,0.99,47.22,299.70,179.96,299.70,0.79,56.87,91.06,42.72,3419.14,0.89,0.88,-23.85,-29.81,19.69,14.85
50,51.32,51.69,0.38,51.69,46.72,47.21,0.49,47.21,215.87,179.88,215.87,0.64,59.96,91.61,40.64,3164.39,0.87,0.80,-23.63,-27.98,19.10,13.38
51,49.74,47.69,2.05,49.74,45.93,45.28,0.64,45.93,146.00,150.11,150.11,0.79,60.81,89.70,38.01,2888.94,0.87,0.87,-25.06,-24.70,17.97,17.92
52,51.55,53.04,1.49,53.04,46.16,46.26,0.10,46.26,81.93,132.80,132.80,0.79,62.63,90.00,36.77,2737.33,0.89,0.93,-24.47,-25.70,19.09,19.86
53,53.59,52.44,1.15,53.59,49.13,49.01,0.11,49.13,105.58,87.42,105.58,0.78,60.05,90.00,38.95,2994.68,0.93,0.89,-26.47,-29.85,21.01,16.10
54,51.26,52.86,1.60,52.86,45.44,44.61,0.83,45.44,121.41,126.46,126.46,0.79,56.38,88.66,40.74,3228.10,0.89,0.77,-23.54,-20.38,19.74,16.88
55,53.39,54.75,1.35,54.75,47.25,47.78,0.53,47.78,119.11,144.54,144.54,0.87,62.51,90.00,36.87,2749.01,0.86,0.90,-25.95,-27.04,17.96,18.91
56,55.83,52.08,3.75,55.83,48.22,47.83,0.40,48.22,365.85,205.95,365.85,0.49,64.91,101.40,46.22,3648.37,0.86,0.90,-28.01,-27.11,15.75,17.96
57,50.40,51.01,0.61,51.01,45.98,48.17,2.19,48.17,243.45,194.20,243.45,0.78,52.73,86.68,41.86,3395.32,0.89,0.93,-22.66,-29.80,20.23,16.91
58,53.36,53.35,0.01,53.36,46.51,46.84,0.33,46.84,95.63,117.82,117.82,0.86,62.06,90.00,37.25,2794.23,0.84,0.88,-23.86,-24.50,18.62,19.38
59,53.43,55.20,1.77,55.20,46.67,46.33,0.35,46.67,93.04,169.76,169.76,0.82,59.43,90.00,39.49,3057.27,0.89,0.88,-27.66,-22.74,16.48,20.38
60,53.74,52.98,0.75,53.74,47.29,45.93,1.36,47.29,196.81,292.66,292.66,0.73,55.36,90.00,42.95,3464.39,0.87,0.87,-28.79,-22.16,15.32,19.66
61,53.42,57.04,3.61,57.04,44.67,44.97,0.31,44.97,184.58,197.37,197.37,0.18,51.66,90.00,46.09,3834.24,0.83,0.91,-20.01,-23.14,19.10,19.95
62,55.01,52.84,2.17,55.01,47.25,45.15,2.10,47.25,271.84,334.62,334.62,0.32,59.43,95.54,45.03,3611.83,0.90,0.90,-28.81,-22.02,15.70,20.59
63,55.39,55.46,0.07,55.46,46.47,46.05,0.42,46.47,156.71,95.40,156.71,0.85,61.75,90.00,37.51,2824.71,0.93,0.88,-27.90,-25.90,17.34,16.49
64,52.33,55.90,3.57,55.90,49.13,47.51,1.62,49.13,224.72,329.90,329.90,0.27,60.13,94.00,42.89,3387.21,0.88,0.78,-25.39,-22.06,19.42,18.04
65,57.63,58.77,1.14,58.77,47.79,44.80,2.99,47.79,139.05,272.37,272.37,0.21,52.17,90.08,45.74,3791.33,0.86,0.91,-25.90,-22.54,16.24,20.17
66,53.44,57.06,3.62,57.06,47.51,48.19,0.68,48.19,181.24,229.99,229.99,0.71,58.74,90.00,40.07,3126.30,0.89,0.91,-27.68,-28.07,17.13,18.28
67,61.21,58.08,3.13,61.21,45.86,49.39,3.53,49.39,311.57,354.27,354.27,0.78,58.29,95.88,46.34,3759.74,0.72,0.87,-17.42,-25.77,19.39,19.60
68,58.47,52.69,5.78,58.47,45.32,45.05,0.27,45.32,334.05,391.49,391.49,0.70,62.48,99.17,46.06,3668.68,0.71,0.86,-21.43,-21.11,13.62,20.13
69,53.30,50.99,2.30,53.30,44.75,46.59,1.84,46.59,93.20,97.64,97.64,0.75,62.79,89.72,36.35,2692.93,0.75,0.89,-21.25,-23.77,16.06,20.20
70,50.47,52.07,1.60,52.07,45.59,47.40,1.80,47.40,179.18,192.83,192.83,0.86,60.38,90.00,38.68,2961.90,0.88,0.85,-23.50,-27.88,19.92,15.96
71,56.55,56.25,0.29,56.55,47.02,47.53,0.51,47.53,322.96,172.50,322.96,0.70,58.00,90.00,40.70,3200.06,0.92,0.90,-26.11,-28.89,19.44,16.27
72,55.67,54.82,0.85,55.67,48.84,46.45,2.39,48.84,268.04,227.79,268.04,0.25,56.81,93.60,45.31,3678.54,0.89,0.85,-28.87,-22.65,15.89,18.61
73,55.90,54.43,1.47,55.90,48.78,48.31,0.46,48.78,249.25,163.73,249.25,0.72,61.91,90.00,37.38,2809.24,0.86,0.90,-28.21,-26.21,16.44,19.86
74,53.12,50.55,2.57,53.12,46.44,46.53,0.09,46.53,281.46,147.30,281.46,0.77,55.85,90.00,42.53,3415.46,0.84,0.90,-24.50,-24.27,17.03,19.80
75,52.78,54.27,1.49,54.27,46.22,47.89,1.67,47.89,305.79,235.21,305.79,0.52,54.04,91.78,45.85,3774.17,0.90,0.88,-24.71,-28.54,18.94,15.78
76,54.01,56.14,2.13,56.14,49.09,45.70,3.39,49.09,260.07,523.11,523.11,0.49,65.19,100.44,45.02,3524.65,0.82,0.88,-30.82,-22.35,12.18,19.99
77,51.61,53.81,2.21,53.81,48.52,50.58,2.06,50.58,394.64,270.88,394.64,0.77,59.41,90.93,40.43,3152.25,0.88,0.85,-24.09,-33.66,20.56,12.84
78,54.08,51.87,2.21,54.08,46.36,47.57,1.20,47.57,284.99,195.46,284.99,0.69,62.36,93.73,40.73,3137.19,0.87,0.88,-26.21,-27.78,17.52,17.19
79,50.13,52.12,1.99,52.12,48.89,48.77,0.13,48.89,59.07,64.90,64.90,0.85,56.10,86.37,38.69,3027.17,0.92,0.87,-26.66,-25.67,20.52,19.23
80,57.18,52.86,4.33,57.18,47.86,46.94,0.91,47.86,392.75,205.18,392.75,0.46,58.24,90.00,40.50,3175.91,0.89,0.87,-27.10,-25.56,17.29,17.19
81,55.41,55.67,0.26,55.67,47.45,47.24,0.21,47.45,61.49,87.88,87.88,0.87,59.95,88.24,37.28,2828.49,0.86,0.93,-27.90,-24.34,15.16,21.22
82,50.63,53.66,3.03,53.66,46.01,45.06,0.94,46.01,162.15,187.47,187.47,0.73,58.24,90.00,40.50,3176.49,0.92,0.89,-27.99,-22.28,16.51,19.60
83,50.08,55.61,5.54,55.61,45.40,44.85,0.54,45.40,117.00,226.66,226.66,0.84,57.19,90.00,41.39,3281.11,0.87,0.82,-21.92,-22.04,19.92,17.14
84,50.57,52.21,1.64,52.21,47.26,44.70,2.56,47.26,357.87,254.26,357.87,0.63,62.50,98.49,45.37,3599.60,0.86,0.66,-23.62,-14.68,19.92,18.32
85,57.11,53.09,4.02,57.11,47.11,46.23,0.88,47.11,308.17,162.01,308.17,0.91,61.38,90.00,37.82,2861.56,0.85,0.87,-27.87,-23.31,15.43,19.44
86,52.00,49.86,2.14,52.00,45.33,45.11,0.22,45.33,186.19,67.85,186.19,0.47,51.06,83.22,39.82,3215.87,0.87,0.80,-21.28,-21.45,20.45,17.59
87,51.28,46.17,5.11,51.28,47.20,44.50,2.70,47.20,256.17,316.20,316.20,0.71,64.56,100.32,45.45,3576.22,0.87,0.90,-28.28,-22.39,15.25,19.84
88,48.98,48.28,0.70,48.98,47.69,46.39,1.30,47.69,239.21,285.05,285.05,0.78,64.14,97.84,43.32,3369.94,0.85,0.91,-27.22,-24.25,15.91,20.29
89,47.33,48.32,0.99,48.32,46.22,46.06,0.16,46.22,201.38,319.84,319.84,0.67,58.92,91.76,41.68,3283.98,0.87,0.86,-26.78,-25.06,15.86,16.71
90,55.31,54.28,1.03,55.31,46.48,44.79,1.69,46.48,252.72,416.11,416.11,0.67,57.00,92.15,43.69,3514.21,0.83,0.87,-26.34,-22.01,15.25,19.43
91,55.78,55.52,0.26,55.78,47.67,45.61,2.06,47.67,308.62,649.55,649.55,0.34,52.74,90.00,45.17,3725.95,0.85,0.85,-27.36,-19.84,14.58,20.09
92,47.19,51.56,4.37,51.56,46.37,46.61,0.24,46.61,104.12,131.42,131.42,0.83,58.23,81.07,31.58,2284.13,0.89,0.88,-23.71,-33.43,20.69,13.60
93,49.60,49.17,0.43,49.60,48.42,48.15,0.27,48.42,116.12,152.16,152.16,0.84,53.86,84.53,38.75,3067.56,0.88,0.89,-28.25,-25.68,17.21,19.59
94,51.84,50.52,1.32,51.84,47.74,48.28,0.54,48.28,260.86,210.25,260.86,0.82,53.58,89.16,43.62,3558.47,0.90,0.86,-25.61,-27.54,19.58,16.39
95,52.03,55.12,3.09,55.12,46.38,47.71,1.34,47.71,394.49,272.51,394.49,0.22,63.06,103.04,49.44,3997.88,0.87,0.89,-22.71,-27.21,18.77,16.63
96,53.88,53.29,0.59,53.88,45.35,45.07,0.27,45.35,184.00,195.72,195.72,0.86,61.94,90.00,37.35,2805.56,0.83,0.91,-24.01,-22.67,16.33,20.50
97,56.48,48.51,7.97,56.48,44.51,44.98,0.47,44.98,278.06,98.60,278.06,0.83,64.29,90.00,35.36,2571.31,0.68,0.88,-18.40,-22.43,15.70,20.28
98,50.21,50.17,0.04,50.21,47.34,45.44,1.90,47.34,175.96,199.15,199.15,0.64,60.15,90.00,38.87,2984.69,0.90,0.90,-29.12,-24.62,16.57,19.46
99,55.05,57.19,2.15,57.19,47.16,47.03,0.13,47.16,276.04,209.13,276.04,0.46,54.23,90.00,43.90,3576.69,0.88,0.73,-23.94,-19.39,19.88,16.70
100,51.25,55.81,4.56,55.81,47.35,48.92,1.57,48.92,290.76,244.24,290.76,0.66,58.59,90.00,40.20,3141.07,0.88,0.84,-23.40,-30.57,20.08,13.53
101,52.59,50.01,2.58,52.59,49.30,46.77,2.53,49.30,236.80,278.05,278.05,0.78,58.71,90.00,40.10,3128.91,0.81,0.86,-28.93,-22.93,14.06,19.97
102,47.91,48.91,1.00,48.91,46.42,46.92,0.50,46.92,125.32,157.45,157.45,0.73,52.53,82.08,37.43,2955.20,0.86,0.87,-25.39,-24.87,17.41,18.24
103,53.92,49.45,4.47,53.92,45.48,45.01,0.47,45.48,74.43,60.48,74.43,0.90,62.11,90.00,37.20,2788.65,0.79,0.90,-23.73,-21.06,14.30,21.41
104,57.40,53.71,3.70,57.40,47.45,47.57,0.12,47.57,240.31,291.41,291.41,0.44,53.91,90.00,44.17,3608.55,0.73,0.85,-19.86,-23.62,17.03,18.81
105,50.32,52.58,2.26,52.58,47.52,47.04,0.48,47.52,51.00,61.92,61.92,0.78,55.65,83.54,36.23,2788.54,0.87,0.80,-25.21,-22.66,18.79,17.91
106,55.01,52.13,2.88,55.01,47.76,43.25,4.51,47.76,266.61,336.42,336.42,0.40,61.86,97.39,44.82,3553.71,0.87,0.86,-30.56,-19.71,12.90,19.68
107,47.13,51.51,4.38,51.51,44.62,47.98,3.36,47.98,207.75,209.81,209.81,0.77,61.71,90.00,37.55,2829.28,0.86,0.92,-21.41,-33.05,19.99,14.41
108,54.08,48.68,5.40,54.08,47.34,46.33,1.01,47.34,139.97,116.27,139.97,0.72,59.90,90.00,39.08,3009.53,0.84,0.88,-26.42,-22.57,16.12,20.70
109,55.18,59.10,3.92,59.10,48.30,48.12,0.18,48.30,214.04,323.47,323.47,0.77,61.86,90.00,37.42,2814.49,0.86,0.73,-24.67,-22.59,19.78,15.98
110,52.59,51.64,0.95,52.59,49.41,48.87,0.53,49.41,187.72,149.98,187.72,0.63,50.58,80.52,37.53,2994.47,0.89,0.88,-28.14,-29.86,18.02,16.11
111,55.70,52.24,3.46,55.70,46.65,47.44,0.80,47.44,301.74,179.44,301.74,0.73,56.84,90.00,41.69,3316.36,0.88,0.86,-24.22,-26.90,19.16,16.16
112,52.71,52.66,0.06,52.71,47.95,47.08,0.87,47.95,161.86,250.80,250.80,0.77,60.75,90.00,38.36,2925.11,0.87,0.86,-26.83,-24.66,18.01,18.59
113,55.53,53.84,1.69,55.53,48.36,48.69,0.34,48.69,179.39,160.97,179.39,0.65,55.61,90.00,42.74,3439.46,0.88,0.88,-27.05,-26.91,17.76,17.97
114,55.40,53.85,1.56,55.40,44.72,44.06,0.66,44.72,120.04,159.02,159.02,0.83,57.44,90.00,41.18,3256.30,0.83,0.90,-22.70,-21.14,17.10,21.15
115,47.43,48.98,1.55,48.98,43.84,44.70,0.86,44.70,84.48,60.56,84.48,0.89,59.36,89.72,39.26,3035.77,0.91,0.86,-20.31,-24.47,21.83,16.84
116,50.80,50.66,0.13,50.80,47.20,48.11,0.90,48.11,236.90,202.08,236.90,0.34,53.77,90.00,44.30,3623.31,0.87,0.84,-24.46,-26.24,18.38,15.70
117,54.06,50.88,3.18,54.06,47.65,45.64,2.01,47.65,122.16,140.45,140.45,0.85,58.17,90.00,40.56,3183.47,0.89,0.90,-28.84,-22.32,15.73,20.99
118,52.78,55.34,2.56,55.34,46.23,46.53,0.30,46.53,181.20,209.19,209.19,0.69,55.89,91.07,43.55,3517.05,0.89,0.90,-25.07,-25.69,18.56,18.10
119,49.85,50.75,0.91,50.75,44.72,43.31,1.41,44.72,95.14,161.78,161.78,0.47,54.55,89.83,43.46,3528.28,0.90,0.88,-25.75,-18.91,16.27,20.85
120,51.49,47.71,3.78,51.49,47.73,47.67,0.06,47.73,356.76,464.90,464.90,0.77,76.62,111.21,46.08,3459.08,0.76,0.89,-27.91,-24.42,12.64,20.39
121,63.64,65.81,2.17,65.81,48.15,47.53,0.62,48.15,584.36,536.17,584.36,0.29,54.25,90.00,43.89,3575.41,0.79,0.85,-23.32,-22.50,15.80,19.36
122,48.16,48.75,0.59,48.75,44.77,46.85,2.08,46.85,220.20,119.11,220.20,0.60,54.20,86.64,40.57,3244.00,0.89,0.91,-22.71,-29.36,19.44,15.73
123,48.16,50.63,2.47,50.63,47.88,47.56,0.32,47.88,94.18,84.62,94.18,0.82,61.74,90.00,37.52,2825.94,0.88,0.88,-24.23,-26.70,20.15,18.44
124,56.14,51.89,4.24,56.14,46.19,47.37,1.18,47.37,284.32,188.28,284.32,0.77,56.99,90.00,41.56,3300.80,0.89,0.88,-24.94,-27.37,19.03,16.42
125,50.88,51.33,0.45,51.33,45.76,45.55,0.21,45.76,122.12,140.52,140.52,0.83,60.92,90.00,38.22,2908.00,0.88,0.91,-25.66,-25.78,16.79,17.96
126,56.15,56.18,0.04,56.18,45.58,46.13,0.55,46.13,206.02,115.53,206.02,0.71,60.15,90.00,38.87,2984.76,0.90,0.83,-21.88,-23.41,20.75,16.65
127,48.27,49.09,0.82,49.09,47.02,48.96,1.93,48.96,346.02,250.69,346.02,0.76,65.92,103.04,47.00,3711.23,0.91,0.89,-24.85,-29.77,20.28,16.15
128,56.56,51.89,4.67,56.56,49.27,44.50,4.77,49.27,134.23,236.74,236.74,0.33,51.97,86.78,42.61,3481.35,0.82,0.87,-31.19,-17.32,10.75,23.42
129,49.88,54.18,4.30,54.18,44.32,43.88,0.44,44.32,194.17,170.55,194.17,0.57,53.69,89.35,43.71,3565.44,0.86,0.70,-21.44,-16.41,19.50,17.19
130,52.93,51.90,1.02,52.93,48.31,47.48,0.82,48.31,254.21,425.70,425.70,0.71,70.81,107.84,47.65,3702.90,0.76,0.84,-24.44,-22.77,15.45,20.06
131,51.46,47.94,3.52,51.46,49.44,46.67,2.77,49.44,381.31,550.02,550.02,0.83,83.20,121.53,50.81,3833.18,0.86,0.87,-32.62,-22.56,13.54,20.95
132,54.14,53.95,0.19,54.14,48.86,48.08,0.78,48.86,168.69,352.06,352.06,0.79,63.91,90.00,35.68,2609.47,0.90,0.89,-34.95,-25.43,13.47,20.35
133,51.20,52.49,1.28,52.49,47.38,47.23,0.16,47.38,97.37,83.62,97.37,0.77,61.04,87.68,35.80,2664.42,0.89,0.88,-25.12,-27.25,19.72,17.50
134,56.83,52.15,4.68,56.83,47.00,48.52,1.53,48.52,119.80,47.54,119.80,0.80,56.64,88.76,40.61,3211.82,0.80,0.93,-21.05,-26.19,18.42,20.58
135,50.32,53.08,2.75,53.08,46.47,48.17,1.70,48.17,88.26,150.50,150.50,0.81,63.80,90.00,35.77,2620.15,0.89,0.89,-25.01,-29.64,19.15,16.12
136,53.14,53.10,0.04,53.14,49.00,49.36,0.37,49.36,96.98,97.43,97.43,0.68,59.59,86.62,35.97,2703.24,0.86,0.91,-27.05,-30.44,17.32,17.46
137,51.51,50.59,0.92,51.51,45.97,49.40,3.42,49.40,185.50,226.45,226.45,0.79,60.64,95.63,44.09,3499.53,0.75,0.89,-17.85,-27.76,19.68,18.72
138,50.84,50.17,0.67,50.84,45.03,44.26,0.77,45.03,152.17,202.20,202.20,0.60,52.94,84.35,39.36,3141.77,0.82,0.89,-24.00,-21.00,15.54,20.17
139,51.57,51.61,0.04,51.61,48.55,47.82,0.73,48.55,71.53,98.71,98.71,0.77,58.76,87.92,37.97,2916.04,0.91,0.88,-28.48,-25.17,18.04,19.43
140,56.06,56.30,0.24,56.30,48.30,47.51,0.78,48.30,191.38,304.75,304.75,0.63,60.47,98.36,46.95,3788.34,0.81,0.86,-24.78,-22.81,16.90,20.20
141,54.72,53.97,0.75,54.72,47.15,46.02,1.13,47.15,172.20,118.95,172.20,0.79,59.54,90.00,39.39,3046.05,0.90,0.89,-26.51,-24.90,18.22,18.52
142,52.19,52.91,0.72,52.91,48.83,51.47,2.64,51.47,390.13,231.71,390.13,0.40,63.76,98.05,43.85,3428.85,0.87,0.86,-24.26,-33.69,20.12,12.75
143,49.58,50.51,0.93,50.51,48.06,47.78,0.28,48.06,162.12,220.07,220.07,0.76,58.04,90.00,40.66,3195.74,0.86,0.88,-27.78,-25.53,15.96,18.98
144,51.93,51.50,0.43,51.93,46.15,47.85,1.71,47.85,201.30,127.79,201.30,0.69,54.28,90.00,43.86,3571.63,0.89,0.88,-22.26,-26.71,20.81,17.51
145,50.63,52.50,1.87,52.50,45.99,45.30,0.69,45.99,87.72,103.48,103.48,0.68,58.29,90.00,40.46,3171.28,0.89,0.83,-23.09,-21.78,20.51,18.86
146,50.50,53.09,2.59,53.09,47.69,47.64,0.05,47.69,148.01,147.79,148.01,0.71,61.96,90.00,37.34,2804.24,0.88,0.89,-25.76,-27.34,18.79,17.91
