,CVaR0,CVaR1,$|CVaR_2 - CVaR_1|$,Max CVaR,VaR0,VaR1,$|VaR_2 - VaR_1|$,Max VaR,SemiVar0,SemiVar1,Max SemiVar,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,Payout Cost,s_1,s_2,p1,p2
27,50.93,56.69,5.76,56.69,47.05,45.45,1.60,47.05,51.00,481.17,481.17,0.92,61.44,90.00,37.77,2855.83,28.81,26.16,19.35,20.02
28,60.38,60.39,0.01,60.39,47.26,46.43,0.84,47.26,218.94,264.38,264.38,0.17,45.44,90.00,51.38,4456.33,25.35,22.38,21.09,23.64
29,64.00,56.68,7.32,64.00,49.06,47.94,1.13,49.06,321.39,338.07,338.07,0.78,54.54,90.00,43.64,3546.45,27.01,28.03,20.41,19.56
30,49.58,53.61,4.03,53.61,47.46,48.01,0.55,48.01,30.38,119.23,119.23,0.89,58.60,88.54,38.73,2994.39,28.41,27.44,19.77,20.10
31,55.14,52.89,2.25,55.14,46.51,47.20,0.68,47.20,117.05,88.18,117.05,0.83,60.38,90.00,38.67,2961.66,27.73,27.15,19.34,20.36
32,51.50,50.26,1.24,51.50,48.13,48.50,0.37,48.50,31.15,21.13,31.15,0.93,67.48,90.00,32.64,2251.58,29.07,29.70,20.89,20.32
33,54.18,57.97,3.79,57.97,44.87,47.33,2.46,47.33,149.23,306.56,306.56,0.71,52.33,90.00,45.52,3767.38,23.40,27.05,22.48,20.98
34,52.43,55.01,2.59,55.01,46.86,45.50,1.35,46.86,81.91,169.85,169.85,0.55,54.62,90.00,43.57,3537.64,28.50,23.47,19.03,22.57
35,51.75,49.96,1.80,51.75,45.52,45.24,0.28,45.52,184.30,43.38,184.30,0.92,59.25,90.00,39.64,3075.01,22.54,27.47,23.51,18.74
36,59.24,58.04,1.20,59.24,48.45,49.37,0.92,49.37,291.45,349.52,349.52,0.81,63.83,90.00,35.74,2616.65,29.93,30.73,19.37,19.26
37,54.34,56.53,2.19,56.53,47.85,48.14,0.29,48.14,222.73,178.65,222.73,0.29,55.19,90.00,43.09,3481.33,27.13,28.64,20.65,20.15
38,55.00,54.09,0.91,55.00,48.57,48.71,0.14,48.71,221.49,108.22,221.49,0.79,63.37,90.00,36.14,2663.27,29.96,27.91,19.63,20.65
39,56.66,56.92,0.27,56.92,46.38,47.45,1.07,47.45,206.29,200.11,206.29,0.87,57.91,90.00,40.77,3208.76,26.73,27.99,20.52,20.06
40,57.72,52.28,5.44,57.72,49.28,48.61,0.67,49.28,230.99,35.03,230.99,0.91,63.01,90.00,36.44,2698.67,29.30,29.13,20.84,20.82
41,54.88,56.46,1.57,56.46,45.77,47.22,1.45,47.22,164.03,119.17,164.03,0.91,56.49,90.00,41.99,3351.20,25.30,26.88,21.94,21.61
42,58.68,54.27,4.41,58.68,46.95,46.68,0.27,46.95,171.73,183.03,183.03,0.31,54.86,90.00,43.37,3513.96,26.24,26.49,20.73,21.07
43,52.49,54.29,1.80,54.29,45.39,46.96,1.57,46.96,85.47,105.05,105.05,0.89,58.00,90.00,40.70,3200.36,26.07,26.81,20.68,20.14
44,52.84,55.52,2.68,55.52,46.57,46.89,0.32,46.89,116.05,197.13,197.13,0.88,63.14,90.00,36.33,2686.31,26.86,27.40,21.12,20.89
45,51.84,56.78,4.94,56.78,47.65,47.73,0.08,47.73,71.74,245.80,245.80,0.97,61.27,90.00,37.92,2872.76,27.27,27.30,21.04,19.80
46,51.70,54.65,2.95,54.65,45.47,46.44,0.97,46.44,67.83,119.66,119.66,0.92,56.41,90.00,42.05,3358.52,25.50,26.13,21.14,20.87
47,54.25,52.98,1.28,54.25,46.85,46.71,0.15,46.85,81.79,171.70,171.70,0.92,61.73,90.00,37.53,2827.12,26.99,27.12,19.27,19.77
48,60.24,57.86,2.38,60.24,47.60,48.27,0.67,48.27,235.43,139.07,235.43,0.82,58.63,90.00,40.16,3136.59,27.67,27.86,18.94,18.82
49,53.92,52.09,1.83,53.92,46.25,46.81,0.56,46.81,127.50,55.24,127.50,0.92,55.81,90.00,42.56,3419.14,24.83,27.13,21.90,19.77
50,54.09,51.10,2.99,54.09,47.19,46.60,0.60,47.19,81.40,106.40,106.40,0.80,58.36,90.00,40.40,3164.39,27.00,28.32,20.33,18.90
51,52.46,48.90,3.56,52.46,45.10,45.05,0.05,45.10,82.45,76.54,82.45,0.90,61.11,90.00,38.06,2888.94,25.00,25.30,21.52,20.93
52,51.14,53.46,2.31,53.46,47.02,46.55,0.47,47.02,75.82,121.18,121.18,0.87,62.63,90.00,36.77,2737.33,27.63,27.06,20.30,21.05
53,55.24,51.96,3.28,55.24,50.94,47.99,2.95,50.94,38.29,85.60,85.60,0.87,60.05,90.00,38.95,2994.68,31.43,27.18,19.74,21.22
54,53.58,51.51,2.07,53.58,46.66,45.64,1.02,46.66,47.76,76.39,76.39,0.90,57.72,90.00,40.94,3228.10,25.41,25.63,21.50,20.24
55,53.71,56.02,2.31,56.02,47.48,49.31,1.82,49.31,108.89,106.75,108.89,0.92,62.51,90.00,36.87,2749.01,27.71,29.71,20.95,20.15
56,58.08,55.04,3.04,58.08,47.58,47.73,0.15,47.73,251.44,74.61,251.44,0.45,53.52,90.00,44.51,3648.37,27.59,27.46,19.87,20.29
57,53.51,53.04,0.47,53.51,45.23,48.42,3.19,48.42,165.74,81.95,165.74,0.87,56.05,90.00,42.36,3395.32,21.98,27.99,23.66,19.96
58,52.48,53.93,1.45,53.93,47.37,47.28,0.09,47.37,66.06,105.62,105.62,0.90,62.06,90.00,37.25,2794.23,28.22,27.24,20.64,21.06
59,53.06,55.51,2.45,55.51,47.31,48.21,0.89,48.21,84.83,130.28,130.28,0.88,59.43,90.00,39.49,3057.27,27.61,28.62,19.85,20.03
60,54.58,55.12,0.55,55.12,46.26,47.02,0.76,47.02,161.40,151.17,161.40,0.84,55.36,90.00,42.95,3464.39,25.32,27.47,21.10,19.67
61,54.07,59.12,5.05,59.12,45.40,47.07,1.67,47.07,163.83,139.77,163.83,0.28,51.66,90.00,46.09,3834.24,23.50,25.32,21.64,20.94
62,58.52,54.91,3.60,58.52,45.74,47.49,1.75,47.49,225.47,191.67,225.47,0.29,53.88,90.00,44.20,3611.83,22.34,28.67,22.90,18.72
63,55.83,54.94,0.88,55.83,49.04,49.23,0.18,49.23,153.41,85.92,153.41,0.87,61.75,90.00,37.51,2824.71,28.32,30.18,19.29,17.37
64,54.79,57.29,2.50,57.29,47.00,48.18,1.18,48.18,149.97,250.71,250.71,0.17,56.13,90.00,42.29,3387.21,23.79,29.34,23.88,19.96
65,57.54,59.81,2.26,59.81,49.63,48.44,1.19,49.63,142.54,219.76,219.76,0.27,52.09,90.00,45.73,3791.33,28.49,26.66,19.11,20.09
66,54.87,59.25,4.38,59.25,47.40,48.42,1.02,48.42,128.63,168.36,168.36,0.88,58.74,90.00,40.07,3126.30,27.96,28.07,20.13,20.79
67,63.34,60.08,3.26,63.34,47.56,49.32,1.75,49.32,270.03,269.62,270.03,0.89,52.40,90.00,45.46,3759.74,24.53,28.10,23.30,21.75
68,58.59,56.31,2.28,58.59,45.37,46.05,0.68,46.05,285.70,192.71,285.70,0.81,53.31,90.00,44.68,3668.68,23.49,26.03,20.51,20.45
69,51.49,51.79,0.31,51.79,46.22,47.43,1.21,47.43,68.13,59.60,68.13,0.85,63.07,90.00,36.39,2692.93,27.91,27.49,19.49,20.91
70,52.35,51.58,0.77,52.35,47.04,45.91,1.13,47.04,93.95,151.03,151.03,0.95,60.38,90.00,38.68,2961.90,27.50,26.14,20.53,21.22
71,58.50,58.48,0.02,58.50,47.54,47.05,0.49,47.54,271.17,163.71,271.17,0.83,58.00,90.00,40.70,3200.06,27.78,27.54,20.48,20.05
72,56.70,56.84,0.14,56.84,48.02,46.91,1.11,48.02,215.80,141.09,215.80,0.20,53.21,90.00,44.77,3678.54,27.66,27.02,19.66,19.92
73,55.91,55.67,0.24,55.91,48.17,48.47,0.30,48.47,238.01,123.02,238.01,0.85,61.91,90.00,37.38,2809.24,29.45,29.14,19.86,20.80
74,52.87,52.25,0.62,52.87,46.27,47.51,1.24,47.51,266.73,74.78,266.73,0.87,55.85,90.00,42.53,3415.46,26.19,26.96,20.57,20.77
75,55.33,57.65,2.32,57.65,46.32,46.97,0.65,46.97,188.06,141.46,188.06,0.36,52.26,90.00,45.58,3774.17,26.94,26.05,19.96,20.83
76,54.11,60.59,6.47,60.59,45.24,47.21,1.97,47.21,188.45,260.81,260.81,0.57,54.75,90.00,43.46,3524.65,25.22,26.92,20.17,20.07
77,55.87,54.39,1.48,55.87,47.49,47.70,0.21,47.70,197.00,159.51,197.00,0.88,58.48,90.00,40.29,3152.25,27.03,28.26,21.77,20.29
78,55.95,53.67,2.28,55.95,46.85,47.33,0.48,47.33,209.46,98.48,209.46,0.83,58.63,90.00,40.17,3137.19,25.68,28.45,21.46,20.05
79,51.03,52.28,1.25,52.28,49.44,47.97,1.48,49.44,21.01,52.30,52.30,0.94,58.75,89.02,39.08,3027.17,29.92,27.09,20.75,22.28
80,58.38,53.47,4.92,58.38,48.38,47.21,1.17,48.38,364.51,150.22,364.51,0.49,58.24,90.00,40.50,3175.91,27.43,28.44,20.29,19.04
81,54.20,56.28,2.08,56.28,48.33,49.09,0.75,49.09,68.13,55.91,68.13,0.89,61.72,90.00,37.54,2828.49,29.55,28.84,18.67,20.27
82,50.54,54.87,4.32,54.87,46.53,46.10,0.43,46.53,145.87,139.69,145.87,0.83,58.24,90.00,40.50,3176.49,26.56,26.04,19.62,20.14
83,51.01,55.53,4.52,55.53,44.98,46.29,1.31,46.29,81.42,207.10,207.10,0.93,57.19,90.00,41.39,3281.11,23.82,27.31,22.39,18.87
84,53.59,51.82,1.77,53.59,46.21,45.31,0.90,46.21,215.35,109.70,215.35,0.81,54.00,90.00,44.10,3599.60,24.28,22.34,23.21,23.51
85,56.25,54.39,1.86,56.25,46.99,47.39,0.40,47.39,309.76,102.45,309.76,0.97,61.38,90.00,37.82,2861.56,27.38,29.12,20.12,19.21
86,52.94,48.19,4.75,52.94,46.04,45.76,0.28,46.04,144.90,40.14,144.90,0.66,56.94,89.09,40.70,3215.87,25.70,25.97,21.21,20.57
87,53.26,49.13,4.13,53.26,45.75,45.04,0.71,45.75,142.41,120.82,142.41,0.89,54.24,90.00,43.90,3576.22,23.88,25.65,21.71,20.07
88,51.03,52.62,1.59,52.62,44.50,46.61,2.11,46.61,102.95,73.92,102.95,0.90,56.30,90.00,42.14,3369.94,21.61,27.08,23.82,20.54
89,49.42,49.44,0.02,49.44,44.97,44.39,0.58,44.97,64.44,201.41,201.41,0.67,57.16,90.00,41.41,3283.98,26.22,25.15,19.50,20.13
90,56.56,57.20,0.64,57.20,46.19,44.84,1.35,46.19,199.74,285.74,285.74,0.78,54.86,90.00,43.37,3514.21,26.02,25.10,20.14,20.73
91,55.90,57.39,1.49,57.39,47.01,46.33,0.67,47.01,270.88,527.22,527.22,0.30,52.74,90.00,45.17,3725.95,25.78,26.13,19.86,19.98
92,49.12,50.30,1.18,50.30,46.91,46.36,0.55,46.91,12.34,58.54,58.54,0.93,67.16,90.00,32.92,2284.13,26.68,26.78,21.62,20.89
93,50.66,50.59,0.06,50.66,47.38,48.29,0.92,48.29,51.19,46.62,51.19,0.92,59.26,89.94,39.56,3067.56,26.25,28.34,22.07,20.91
94,54.93,50.80,4.13,54.93,47.84,46.97,0.87,47.84,121.22,90.06,121.22,0.92,54.42,90.00,43.75,3558.47,26.77,27.07,21.46,20.65
95,54.05,57.89,3.84,57.89,46.66,46.54,0.12,46.66,259.91,190.49,259.91,0.13,50.02,90.00,47.48,3997.88,25.26,26.04,20.55,20.37
96,52.38,54.08,1.70,54.08,46.02,46.33,0.31,46.33,184.50,161.11,184.50,0.91,61.94,90.00,37.35,2805.56,26.30,27.06,20.16,20.10
97,53.71,49.48,4.23,53.71,46.06,45.78,0.28,46.06,287.06,59.49,287.06,0.87,64.29,90.00,35.36,2571.31,26.99,26.70,19.92,20.80
98,50.95,52.58,1.63,52.58,45.45,46.11,0.66,46.11,103.76,89.81,103.76,0.83,60.15,90.00,38.87,2984.69,23.85,27.06,22.53,20.37
99,56.98,56.27,0.71,56.98,47.85,47.14,0.70,47.85,208.91,200.31,208.91,0.55,54.23,90.00,43.90,3576.69,27.55,27.18,21.06,20.00
100,54.19,56.47,2.27,56.47,47.31,47.45,0.14,47.45,161.92,211.87,211.87,0.80,58.59,90.00,40.20,3141.07,27.65,27.53,20.59,20.19
101,53.83,52.69,1.14,53.83,46.08,47.02,0.94,47.02,186.99,140.92,186.99,0.90,58.71,90.00,40.10,3128.91,27.01,27.47,20.31,20.74
102,48.26,49.82,1.56,49.82,45.99,46.35,0.36,46.35,57.37,74.43,74.43,0.83,58.56,88.11,38.34,2955.20,26.00,26.99,20.94,20.52
103,51.75,49.82,1.93,51.75,46.30,47.33,1.03,47.33,100.36,39.80,100.36,0.94,62.11,90.00,37.20,2788.65,27.89,27.56,18.37,20.23
104,56.44,55.69,0.75,56.44,47.89,46.57,1.32,47.89,161.72,200.45,200.45,0.39,53.91,90.00,44.17,3608.55,28.08,25.69,19.95,21.66
105,50.38,51.51,1.14,51.51,47.98,47.93,0.06,47.98,23.86,35.47,35.47,0.87,62.11,90.00,37.20,2788.54,29.33,28.47,19.93,20.44
106,56.89,54.83,2.06,56.89,44.88,44.83,0.05,44.88,204.32,168.35,204.32,0.36,54.46,90.00,43.71,3553.71,24.35,25.15,20.20,19.63
107,49.93,53.36,3.43,53.36,45.61,45.63,0.02,45.63,91.00,166.89,166.89,0.95,61.71,90.00,37.55,2829.28,25.88,25.50,21.04,21.41
108,54.39,49.96,4.43,54.39,46.82,46.85,0.03,46.85,113.02,49.51,113.02,0.87,59.90,90.00,39.08,3009.53,26.60,26.94,20.58,21.23
109,56.84,58.55,1.71,58.55,48.79,47.22,1.57,48.79,154.47,350.01,350.01,0.88,61.86,90.00,37.42,2814.49,29.06,27.54,20.95,20.85
110,54.54,51.92,2.62,54.54,49.42,47.52,1.90,49.42,88.00,85.19,88.00,0.80,60.06,90.00,38.95,2994.47,30.74,27.63,19.53,20.85
111,58.45,53.00,5.44,58.45,47.60,45.51,2.09,47.60,192.54,143.92,192.54,0.88,56.84,90.00,41.69,3316.36,27.87,25.74,20.12,20.68
112,54.15,53.95,0.20,54.15,47.48,46.43,1.05,47.48,97.60,209.94,209.94,0.91,60.75,90.00,38.36,2925.11,28.58,25.64,20.53,21.82
113,57.50,54.76,2.74,57.50,48.97,48.98,0.02,48.98,102.22,81.67,102.22,0.79,55.61,90.00,42.74,3439.46,27.95,28.80,20.66,20.31
114,55.44,54.94,0.51,55.44,46.71,46.96,0.25,46.96,143.39,103.44,143.39,0.91,57.44,90.00,41.18,3256.30,23.69,26.72,21.84,20.20
115,48.41,48.30,0.11,48.41,44.78,45.15,0.37,45.15,41.28,26.42,41.28,0.96,59.64,90.00,39.30,3035.77,22.78,26.32,22.61,19.78
116,53.42,50.88,2.54,53.42,47.25,45.30,1.95,47.25,101.76,123.37,123.37,0.24,53.77,90.00,44.30,3623.31,28.45,26.24,19.32,20.18
117,54.36,52.53,1.84,54.36,47.02,46.29,0.73,47.02,97.88,70.70,97.88,0.94,58.17,90.00,40.56,3183.47,26.81,26.23,20.16,21.10
118,54.28,58.31,4.03,58.31,47.02,46.70,0.32,47.02,120.05,143.77,143.77,0.79,54.83,90.00,43.39,3517.05,27.10,25.09,20.33,21.29
119,49.95,51.50,1.56,51.50,44.31,45.46,1.15,45.46,66.69,103.68,103.68,0.60,54.72,90.00,43.49,3528.28,24.84,23.71,19.80,20.96
120,51.33,54.37,3.04,54.37,47.03,46.62,0.41,47.03,95.37,97.93,97.93,0.98,55.41,90.00,42.90,3459.08,26.12,23.45,20.75,23.81
121,64.33,67.45,3.11,67.45,46.97,48.25,1.27,48.25,616.32,488.48,616.32,0.26,54.25,90.00,43.89,3575.41,27.90,27.85,19.31,20.21
122,49.96,49.38,0.58,49.96,45.22,45.27,0.05,45.27,114.47,35.14,114.47,0.69,57.56,90.00,41.07,3244.00,25.08,25.88,20.66,20.30
123,49.30,50.58,1.28,50.58,47.57,47.13,0.44,47.57,42.04,39.49,42.04,0.92,61.74,90.00,37.52,2825.94,27.88,26.45,21.18,22.21
124,58.72,52.71,6.00,58.72,47.52,46.03,1.48,47.52,189.81,132.35,189.81,0.85,56.99,90.00,41.56,3300.80,26.73,26.60,20.87,20.25
125,51.48,52.61,1.13,52.61,45.80,45.68,0.13,45.80,82.09,93.48,93.48,0.92,60.92,90.00,38.22,2908.00,27.37,26.53,19.06,19.99
126,56.25,54.33,1.92,56.25,47.97,47.17,0.79,47.97,181.74,144.30,181.74,0.78,60.15,90.00,38.87,2984.76,28.37,27.18,19.60,19.95
127,53.61,50.98,2.63,53.61,45.65,47.04,1.39,47.04,116.52,70.90,116.52,0.88,52.89,90.00,45.05,3711.23,22.24,27.59,24.18,20.28
128,54.34,53.89,0.45,54.34,47.24,48.93,1.69,48.93,115.71,107.59,115.71,0.25,55.19,90.00,43.09,3481.35,26.14,27.87,19.76,20.10
129,51.58,53.20,1.62,53.20,44.61,44.46,0.14,44.61,96.60,143.54,143.54,0.74,54.35,90.00,43.81,3565.44,25.33,23.48,20.67,21.15
130,53.35,55.78,2.43,55.78,47.37,46.51,0.86,47.37,68.87,202.82,202.82,0.80,52.97,90.00,44.97,3702.90,28.03,23.71,20.28,23.64
131,54.69,53.76,0.93,54.69,46.32,46.16,0.16,46.32,80.45,174.50,174.50,0.90,51.67,90.00,46.08,3833.18,26.61,21.65,20.56,24.79
132,54.08,56.50,2.42,56.50,47.35,48.26,0.91,48.26,114.86,261.96,261.96,0.92,63.91,90.00,35.68,2609.47,27.74,27.51,20.43,21.80
133,52.16,52.65,0.49,52.65,47.83,48.17,0.33,48.17,69.15,63.29,69.15,0.90,63.36,90.00,36.15,2664.42,27.52,28.81,21.46,20.18
134,55.15,52.46,2.68,55.15,47.76,48.85,1.09,48.85,145.13,29.10,145.13,0.89,57.88,90.00,40.80,3211.82,27.91,28.76,20.35,21.08
135,51.17,52.79,1.61,52.79,48.32,47.16,1.15,48.32,28.47,132.48,132.48,0.93,63.80,90.00,35.77,2620.15,29.05,27.36,19.63,20.81
136,53.70,53.60,0.10,53.70,48.49,49.63,1.14,49.63,46.15,34.83,46.15,0.79,62.97,90.00,36.48,2703.24,29.69,30.26,19.80,20.21
137,51.28,52.17,0.90,52.17,46.97,47.38,0.40,47.38,86.61,133.43,133.43,0.96,55.00,90.00,43.25,3499.53,27.40,24.05,20.62,24.04
138,50.02,51.32,1.30,51.32,44.97,44.97,0.01,44.97,130.00,141.90,141.90,0.80,58.58,90.00,40.21,3141.77,26.12,25.13,19.53,20.41
139,52.07,51.81,0.25,52.07,49.01,48.23,0.78,49.01,34.24,70.65,70.65,0.89,60.84,90.00,38.29,2916.04,29.65,27.88,20.02,21.25
140,57.28,59.89,2.61,59.89,47.59,48.00,0.40,48.00,122.24,167.52,167.52,0.62,52.12,90.00,45.70,3788.34,27.63,25.53,20.68,22.23
141,55.37,54.61,0.75,55.37,47.73,47.50,0.24,47.73,157.85,86.48,157.85,0.92,59.54,90.00,39.39,3046.05,27.53,27.67,20.51,19.91
142,56.41,53.85,2.56,56.41,49.51,48.37,1.14,49.51,145.64,86.65,145.64,0.25,55.71,90.00,42.65,3428.85,28.10,28.47,21.49,20.19
143,49.92,52.27,2.35,52.27,45.60,47.90,2.30,47.90,85.36,110.81,110.81,0.84,58.04,90.00,40.66,3195.74,27.17,27.91,19.96,20.85
144,53.94,52.41,1.53,53.94,47.04,46.86,0.17,47.04,127.64,65.97,127.64,0.77,54.28,90.00,43.86,3571.63,24.74,26.72,22.20,20.98
145,51.16,51.58,0.42,51.58,46.96,46.55,0.41,46.96,52.54,103.55,103.55,0.87,58.29,90.00,40.46,3171.28,26.67,25.45,21.32,21.49
146,51.93,54.14,2.22,54.14,47.72,47.18,0.54,47.72,100.22,94.89,100.22,0.84,61.96,90.00,37.34,2804.24,27.69,27.32,21.12,21.16
147,55.56,54.45,1.10,55.56,47.24,47.28,0.05,47.28,277.00,191.47,277.00,0.88,58.41,90.00,40.35,3158.58,27.08,27.78,21.02,20.71
148,52.90,53.43,0.53,53.43,46.65,48.07,1.42,48.07,65.93,134.99,134.99,0.92,56.21,90.00,42.22,3379.02,26.75,27.76,20.54,20.36
149,53.32,53.29,0.03,53.32,47.20,46.37,0.83,47.20,135.05,163.71,163.71,0.91,59.57,90.00,39.36,3042.86,27.43,26.82,21.33,21.29
150,50.48,52.49,2.00,52.49,46.80,47.29,0.49,47.29,65.72,170.40,170.40,0.81,57.82,90.00,40.85,3217.92,27.96,26.03,18.75,20.61
151,58.28,54.69,3.59,58.28,48.47,47.75,0.72,48.47,149.27,94.59,149.27,0.89,61.73,90.00,37.53,2827.17,28.34,29.44,20.14,18.85
152,52.88,55.98,3.10,55.98,46.66,48.43,1.77,48.43,169.35,180.74,180.74,0.26,52.80,90.00,45.12,3719.98,25.58,27.61,21.21,20.04
153,55.04,52.97,2.07,55.04,46.95,47.05,0.10,47.05,131.98,125.63,131.98,0.44,57.35,90.00,41.26,3265.34,26.86,27.43,19.78,20.52
154,54.10,51.89,2.21,54.10,47.94,46.84,1.10,47.94,138.44,145.28,145.28,0.83,56.95,90.00,41.59,3304.62,26.91,27.41,21.45,20.89
155,59.03,60.99,1.96,60.99,49.39,49.23,0.16,49.39,207.49,214.15,214.15,0.16,51.36,90.00,46.35,3864.31,28.88,27.53,20.16,21.26
156,51.37,54.69,3.33,54.69,47.39,48.96,1.57,48.96,43.94,40.64,43.94,0.94,63.77,90.00,35.79,2622.56,28.43,29.61,20.45,20.00
157,56.14,52.73,3.41,56.14,47.32,47.47,0.15,47.47,192.00,56.85,192.00,0.86,58.20,90.00,40.53,3180.09,27.81,27.74,20.04,20.12
158,63.27,61.35,1.92,63.27,46.36,47.49,1.13,47.49,338.92,230.97,338.92,0.35,50.33,90.00,47.22,3967.37,23.17,26.98,23.11,20.27
159,56.59,56.17,0.42,56.59,47.66,47.66,0.01,47.66,218.50,350.66,350.66,0.85,57.33,90.00,41.27,3266.74,28.03,27.46,20.10,20.20
160,58.26,58.01,0.25,58.26,47.66,48.44,0.79,48.44,165.47,188.99,188.99,0.89,57.90,90.00,40.79,3210.42,27.76,28.92,20.96,20.38
161,53.99,51.89,2.10,53.99,48.29,47.68,0.60,48.29,91.80,46.02,91.80,0.92,62.52,90.00,36.86,2747.74,29.35,28.05,19.63,20.88
162,53.66,51.90,1.76,53.66,46.48,46.85,0.37,46.85,176.50,117.03,176.50,0.86,57.45,90.00,41.16,3254.57,27.10,26.97,20.75,21.02
163,52.03,54.41,2.38,54.41,47.47,46.56,0.91,47.47,75.79,137.45,137.45,0.88,60.85,90.00,38.28,2914.73,28.29,27.18,19.42,20.04
164,56.55,57.33,0.78,57.33,47.17,48.53,1.37,48.53,361.77,276.48,361.77,0.89,59.57,90.00,39.36,3042.54,28.09,27.23,19.81,20.03
