,CVaR0,CVaR1,$|CVaR_2 - CVaR_1|$,Max CVaR,VaR0,VaR1,$|VaR_2 - VaR_1|$,Max VaR,NetLoss0,NetLoss1,$|L_2 - L_1|$,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,a_1,a_2,b_1,b_2
34,5.96,6.02,0.07,6.02,5.81,6.03,0.22,6.03,4.93,4.90,0.03,0.00,5.90,10.97,5.37,0.80,0.87,-3.42,-4.09
35,5.73,5.87,0.14,5.87,5.56,5.64,0.08,5.64,4.73,4.72,0.02,0.00,8.34,14.17,6.25,0.82,0.85,-3.26,-3.51
36,7.19,7.37,0.18,7.37,6.84,6.83,0.00,6.84,5.72,5.80,0.08,0.04,5.67,9.30,3.92,0.73,0.76,-3.68,-4.01
37,5.07,5.10,0.03,5.10,4.96,5.25,0.29,5.25,4.12,4.31,0.20,0.00,9.23,15.93,7.16,0.84,0.87,-3.21,-3.48
38,5.70,6.04,0.34,6.04,5.68,5.68,0.00,5.68,4.86,4.56,0.29,0.00,8.31,14.56,6.67,0.86,0.79,-3.80,-3.08
39,6.30,5.78,0.52,6.30,5.87,5.58,0.29,5.87,4.81,4.65,0.16,0.01,10.63,15.97,5.87,0.82,0.80,-3.52,-3.28
40,6.36,6.43,0.07,6.43,6.00,6.23,0.24,6.23,4.88,5.08,0.19,0.01,6.57,10.61,4.36,0.78,0.81,-3.59,-3.87
41,6.26,6.28,0.02,6.28,6.19,6.08,0.11,6.19,5.14,5.33,0.20,0.01,8.97,13.15,4.63,0.80,0.82,-3.84,-4.10
42,7.17,6.67,0.50,7.17,6.73,6.49,0.24,6.73,5.76,5.44,0.32,0.02,9.07,13.17,4.55,0.83,0.79,-4.40,-4.01
43,6.07,6.38,0.31,6.38,6.03,6.03,0.00,6.03,5.12,5.06,0.06,0.01,9.24,13.86,5.08,0.81,0.81,-3.79,-3.81
44,6.05,6.22,0.17,6.22,6.25,6.05,0.20,6.25,5.10,5.23,0.13,0.00,8.78,13.40,5.05,0.87,0.81,-4.14,-3.75
45,6.32,6.62,0.30,6.62,6.11,6.47,0.36,6.47,5.26,5.39,0.13,0.02,8.53,12.23,4.12,0.85,0.88,-4.37,-4.68
46,6.60,6.41,0.20,6.60,6.48,5.93,0.55,6.48,5.34,5.00,0.34,0.01,7.74,12.54,5.19,0.82,0.77,-4.03,-3.44
47,6.41,6.58,0.17,6.58,6.10,6.40,0.30,6.40,5.17,5.36,0.19,0.00,8.47,13.52,5.47,0.84,0.80,-4.07,-3.89
48,6.12,6.31,0.19,6.31,6.01,6.17,0.16,6.17,5.22,5.23,0.01,0.00,8.48,13.24,5.18,0.77,0.85,-3.45,-4.12
49,5.62,5.50,0.12,5.62,5.48,5.65,0.17,5.65,4.51,4.76,0.24,0.00,7.60,13.79,6.57,0.76,0.85,-2.97,-3.75
50,6.58,6.56,0.02,6.58,6.51,6.20,0.32,6.51,5.30,5.18,0.12,0.01,6.58,9.76,3.52,0.79,0.76,-4.14,-3.87
51,5.50,5.80,0.30,5.80,5.41,5.35,0.07,5.41,4.51,4.64,0.13,0.01,6.80,13.16,6.70,0.82,0.86,-3.32,-3.64
52,5.58,5.65,0.07,5.65,5.26,5.55,0.28,5.55,4.54,4.51,0.03,0.00,8.26,14.32,6.48,0.86,0.83,-3.56,-3.20
53,6.57,7.02,0.45,7.02,6.13,6.88,0.75,6.88,5.20,5.74,0.54,0.02,8.01,12.10,4.49,0.78,0.82,-3.88,-4.47
54,6.61,6.41,0.20,6.61,6.32,6.19,0.13,6.32,5.29,5.14,0.16,0.01,7.20,11.69,4.85,0.76,0.82,-3.57,-3.93
55,6.52,6.00,0.52,6.52,6.32,6.10,0.21,6.32,5.27,5.23,0.04,0.00,8.32,12.66,4.76,0.81,0.88,-3.92,-4.37
56,6.02,5.70,0.33,6.02,5.88,5.67,0.21,5.88,4.84,4.73,0.11,0.01,9.04,13.71,5.12,0.84,0.84,-3.92,-3.93
57,6.36,5.77,0.59,6.36,6.14,5.89,0.25,6.14,5.01,4.95,0.06,0.03,7.53,11.44,4.29,0.84,0.79,-4.11,-3.53
58,5.41,5.35,0.06,5.41,5.39,5.08,0.30,5.39,4.49,4.22,0.28,0.01,8.02,13.69,6.07,0.88,0.81,-3.61,-2.97
59,6.26,6.16,0.10,6.26,6.00,6.23,0.23,6.23,5.08,5.13,0.05,0.00,7.64,11.97,4.71,0.84,0.83,-4.07,-3.93
60,6.07,6.53,0.46,6.53,5.85,6.03,0.18,6.03,5.12,5.23,0.11,0.00,6.53,11.91,5.71,0.86,0.84,-3.97,-3.92
61,5.58,6.37,0.79,6.37,5.67,6.12,0.46,6.12,4.65,4.91,0.26,0.00,9.31,14.73,5.89,0.83,0.81,-3.54,-3.52
62,7.06,6.81,0.25,7.06,6.77,6.55,0.21,6.77,5.75,5.66,0.08,0.07,7.16,10.83,4.03,0.75,0.78,-3.98,-4.24
63,6.00,6.49,0.48,6.49,6.09,6.31,0.22,6.31,5.25,5.34,0.09,0.00,5.18,9.48,4.57,0.80,0.81,-3.79,-4.02
64,5.91,6.45,0.54,6.45,5.78,6.22,0.44,6.22,4.86,5.22,0.36,0.00,8.96,13.50,4.99,0.77,0.82,-3.30,-3.88
65,5.31,5.44,0.13,5.44,5.18,5.06,0.11,5.18,4.36,4.31,0.05,0.00,6.55,11.94,5.72,0.85,0.84,-3.40,-3.34
66,5.70,5.69,0.01,5.70,5.68,5.54,0.13,5.68,4.51,4.34,0.17,0.01,9.53,15.29,6.24,0.90,0.78,-3.81,-2.79
67,6.68,5.81,0.87,6.68,6.38,5.99,0.39,6.38,5.49,5.14,0.35,0.01,8.05,13.69,6.05,0.79,0.88,-3.65,-4.35
68,5.47,5.44,0.03,5.47,5.38,5.36,0.02,5.38,4.37,4.59,0.22,0.00,8.74,14.48,6.18,0.87,0.89,-3.59,-3.82
69,5.95,5.76,0.19,5.95,5.72,5.38,0.34,5.72,4.71,4.52,0.19,0.00,7.63,13.32,6.07,0.80,0.80,-3.17,-3.16
70,7.03,6.78,0.25,7.03,6.85,6.43,0.42,6.85,5.72,5.63,0.09,0.02,8.24,11.56,3.73,0.79,0.78,-4.54,-4.36
71,6.89,6.92,0.02,6.92,6.62,6.64,0.03,6.64,5.62,5.58,0.03,0.01,7.56,11.63,4.45,0.76,0.84,-3.84,-4.52
72,6.03,6.53,0.50,6.53,6.25,6.32,0.07,6.32,5.32,5.23,0.09,0.00,8.01,12.27,4.66,0.86,0.82,-4.38,-4.02
73,5.36,5.78,0.42,5.78,5.17,5.40,0.23,5.40,4.45,4.40,0.05,0.00,6.27,12.99,7.03,0.85,0.80,-3.37,-2.82
74,5.97,5.48,0.49,5.97,5.62,5.48,0.14,5.62,4.72,4.42,0.30,0.01,6.38,10.99,4.93,0.85,0.84,-3.76,-3.64
75,5.32,5.94,0.62,5.94,5.56,5.75,0.19,5.75,4.49,4.81,0.32,0.00,7.29,13.04,6.11,0.84,0.81,-3.40,-3.19
76,5.33,5.51,0.18,5.51,5.34,5.56,0.22,5.56,4.43,4.48,0.04,0.00,7.19,13.77,6.94,0.84,0.86,-3.23,-3.31
77,6.13,6.58,0.46,6.58,5.89,6.41,0.52,6.41,5.04,5.12,0.08,0.00,7.85,13.04,5.58,0.81,0.73,-3.71,-3.02
78,6.40,6.30,0.10,6.40,6.15,6.15,0.00,6.15,5.26,5.20,0.06,0.04,10.01,14.12,4.61,0.83,0.80,-4.07,-3.74
79,7.07,7.15,0.08,7.15,6.64,6.85,0.21,6.85,5.65,5.75,0.11,0.01,7.49,11.26,4.15,0.78,0.78,-4.17,-4.24
80,6.28,6.62,0.33,6.62,5.71,6.32,0.61,6.32,4.83,5.28,0.45,0.02,7.12,11.42,4.66,0.74,0.81,-3.26,-3.89
81,6.46,6.35,0.11,6.46,6.10,6.20,0.10,6.20,5.18,5.25,0.07,0.01,7.72,12.20,4.86,0.82,0.81,-3.89,-3.91
82,5.54,6.02,0.48,6.02,5.49,5.99,0.50,5.99,4.60,5.11,0.51,0.00,9.02,14.40,5.83,0.83,0.88,-3.59,-4.14
83,6.59,6.51,0.08,6.59,6.16,6.09,0.07,6.16,5.20,5.18,0.02,0.02,8.63,12.70,4.50,0.80,0.82,-3.81,-3.99
84,5.68,5.40,0.28,5.68,5.54,5.44,0.10,5.54,4.75,4.52,0.23,0.01,8.04,13.65,6.01,0.85,0.83,-3.71,-3.35
85,6.60,6.79,0.19,6.79,6.51,6.58,0.07,6.58,5.35,5.42,0.07,0.03,9.41,13.23,4.29,0.77,0.85,-3.76,-4.40
86,5.91,5.98,0.07,5.98,5.71,5.59,0.12,5.71,4.65,4.67,0.01,0.00,10.12,16.00,6.39,0.82,0.85,-3.28,-3.43
87,5.89,5.66,0.23,5.89,5.91,5.48,0.44,5.91,4.71,4.47,0.23,0.00,6.80,12.74,6.27,0.85,0.81,-3.53,-3.06
88,7.21,7.45,0.25,7.45,7.06,6.99,0.06,7.06,5.85,6.07,0.22,0.02,7.00,11.30,4.65,0.73,0.76,-3.74,-4.14
89,7.09,6.63,0.46,7.09,6.50,6.37,0.14,6.50,5.38,5.36,0.02,0.03,8.75,13.67,5.36,0.78,0.83,-3.68,-4.20
90,7.04,6.87,0.17,7.04,6.60,6.71,0.11,6.71,5.56,5.77,0.21,0.09,6.54,9.94,3.73,0.79,0.81,-4.24,-4.43
91,5.71,6.56,0.84,6.56,5.65,5.78,0.13,5.78,4.76,4.81,0.04,0.04,9.89,14.61,5.21,0.88,0.79,-4.22,-3.46
92,6.01,6.34,0.33,6.34,5.88,5.81,0.07,5.88,5.01,4.91,0.10,0.01,8.09,12.86,5.17,0.84,0.78,-3.88,-3.23
93,5.61,6.03,0.42,6.03,5.57,5.76,0.19,5.76,4.63,4.73,0.10,0.00,8.24,13.59,5.76,0.83,0.77,-3.67,-3.09
94,7.50,6.54,0.95,7.50,6.61,6.52,0.08,6.61,5.68,5.57,0.12,0.09,7.04,10.63,3.95,0.74,0.81,-3.87,-4.43
95,5.78,5.71,0.07,5.78,5.64,5.75,0.11,5.75,4.85,4.86,0.01,0.00,8.59,14.30,6.14,0.86,0.86,-3.60,-3.66
96,6.46,6.54,0.08,6.54,6.11,6.30,0.19,6.30,5.46,5.34,0.11,0.03,6.52,10.21,4.01,0.76,0.81,-3.78,-4.25
97,6.46,6.58,0.12,6.58,6.47,6.42,0.05,6.47,5.36,5.32,0.04,0.01,7.35,11.56,4.58,0.76,0.81,-3.84,-4.18
98,6.46,7.28,0.82,7.28,6.48,6.80,0.32,6.80,5.45,5.43,0.01,0.01,7.54,12.77,5.61,0.81,0.70,-3.97,-3.13
99,6.62,6.53,0.09,6.62,5.98,6.52,0.54,6.52,5.13,5.44,0.31,0.04,7.14,11.51,4.72,0.76,0.78,-3.50,-3.64
100,5.74,5.76,0.03,5.76,5.53,5.60,0.07,5.60,4.56,4.67,0.11,0.00,6.48,12.34,6.18,0.85,0.81,-3.53,-3.18
101,5.71,5.85,0.14,5.85,5.55,5.68,0.13,5.68,4.49,4.59,0.10,0.00,7.92,13.82,6.30,0.81,0.80,-3.16,-3.13
102,6.14,6.49,0.35,6.49,6.38,6.35,0.03,6.38,5.36,5.29,0.07,0.00,10.15,14.68,5.04,0.84,0.82,-4.06,-3.88
103,6.03,6.46,0.43,6.46,5.71,5.96,0.24,5.96,4.92,4.99,0.07,0.02,9.42,14.39,5.44,0.81,0.77,-3.38,-3.21
104,6.53,7.08,0.55,7.08,6.31,6.66,0.35,6.66,5.44,5.54,0.10,0.00,5.71,10.08,4.65,0.85,0.76,-4.50,-3.78
105,5.91,6.45,0.54,6.45,5.75,6.02,0.27,6.02,4.81,5.21,0.40,0.03,5.84,9.96,4.42,0.84,0.81,-3.89,-3.77
106,6.13,6.55,0.42,6.55,5.88,6.22,0.34,6.22,4.86,5.06,0.20,0.02,6.44,10.87,4.76,0.79,0.77,-3.63,-3.58
107,6.32,6.41,0.08,6.41,6.32,6.17,0.16,6.32,5.24,5.27,0.02,0.00,8.58,13.11,4.95,0.84,0.84,-4.12,-4.16
108,6.34,6.32,0.02,6.34,6.12,6.24,0.12,6.24,5.17,5.22,0.04,0.00,8.35,13.39,5.46,0.81,0.79,-3.66,-3.53
109,5.90,5.87,0.03,5.90,5.54,5.85,0.30,5.85,4.67,5.00,0.32,0.01,10.90,15.93,5.57,0.85,0.87,-3.91,-4.11
110,5.97,6.27,0.30,6.27,5.86,5.93,0.07,5.93,4.88,5.10,0.22,0.00,7.14,12.94,6.16,0.79,0.83,-3.20,-3.63
111,5.39,5.49,0.10,5.49,5.25,5.53,0.28,5.53,4.37,4.70,0.33,0.00,5.81,12.07,6.55,0.83,0.82,-3.18,-3.23
112,5.52,5.16,0.36,5.52,5.42,5.27,0.16,5.42,4.54,4.37,0.17,0.00,6.80,12.38,5.92,0.84,0.89,-3.26,-3.63
113,5.67,5.76,0.09,5.76,5.35,5.52,0.17,5.52,4.54,4.43,0.11,0.00,7.67,14.08,6.79,0.82,0.81,-3.10,-3.00
114,5.55,5.60,0.04,5.60,5.56,5.22,0.33,5.56,4.56,4.31,0.25,0.00,9.36,16.00,7.11,0.86,0.80,-3.45,-2.84
115,6.20,6.42,0.22,6.42,5.94,6.42,0.49,6.42,5.16,5.50,0.34,0.00,8.14,13.14,5.41,0.82,0.82,-3.88,-4.06
116,5.91,5.80,0.11,5.91,5.65,5.23,0.42,5.65,4.58,4.63,0.05,0.00,8.84,14.36,5.97,0.85,0.84,-3.63,-3.62
117,6.54,6.17,0.37,6.54,6.16,6.10,0.06,6.16,5.26,4.97,0.30,0.02,9.63,14.32,5.17,0.79,0.80,-3.73,-3.61
118,6.42,6.41,0.00,6.42,6.17,6.07,0.10,6.17,5.26,5.14,0.11,0.00,9.12,13.49,4.83,0.83,0.77,-4.14,-3.52
119,6.82,6.74,0.08,6.82,6.70,6.34,0.36,6.70,5.40,5.21,0.18,0.02,7.01,10.81,4.15,0.78,0.76,-3.85,-3.72
120,5.89,6.04,0.15,6.04,5.70,5.61,0.09,5.70,4.88,4.64,0.24,0.00,9.39,15.48,6.56,0.84,0.76,-3.63,-2.81
121,6.76,6.86,0.10,6.86,6.65,6.47,0.18,6.65,5.56,5.48,0.08,0.01,5.81,9.31,3.79,0.76,0.80,-4.00,-4.24
122,6.94,7.27,0.33,7.27,6.52,7.26,0.74,7.26,5.41,6.03,0.62,0.12,8.97,12.37,3.84,0.75,0.77,-3.98,-4.23
123,6.62,6.22,0.39,6.62,6.16,6.02,0.15,6.16,5.12,5.00,0.12,0.00,6.94,12.12,5.52,0.80,0.78,-3.59,-3.47
124,5.80,5.05,0.74,5.80,5.25,5.18,0.06,5.25,4.33,4.51,0.18,0.00,9.41,16.00,7.06,0.83,0.89,-3.02,-3.59
125,4.71,5.13,0.42,5.13,4.71,4.94,0.23,4.94,3.96,4.28,0.32,0.00,7.95,14.53,6.97,0.91,0.84,-3.40,-3.07
126,6.49,6.22,0.26,6.49,6.07,6.15,0.08,6.15,5.32,5.15,0.17,0.01,7.20,12.17,5.33,0.79,0.81,-3.60,-3.82
127,5.17,5.10,0.07,5.17,5.27,5.15,0.12,5.27,4.44,4.32,0.12,0.00,8.14,14.76,7.03,0.88,0.83,-3.44,-2.89
128,6.19,6.44,0.25,6.44,5.96,5.99,0.03,5.99,4.90,5.12,0.22,0.02,7.45,11.80,4.72,0.77,0.84,-3.31,-3.93
129,6.37,6.72,0.35,6.72,6.19,6.32,0.13,6.32,5.26,5.29,0.03,0.01,6.55,11.10,4.88,0.87,0.79,-4.29,-3.83
130,5.47,4.94,0.53,5.47,5.20,5.12,0.08,5.20,4.29,4.13,0.17,0.00,6.70,12.96,6.59,0.76,0.84,-2.57,-3.14
131,5.26,5.33,0.07,5.33,5.41,5.27,0.13,5.41,4.49,4.46,0.03,0.00,7.10,12.88,6.14,0.86,0.82,-3.42,-3.17
132,6.45,6.46,0.01,6.46,6.03,6.08,0.05,6.08,5.11,5.12,0.00,0.02,8.09,12.99,5.31,0.79,0.80,-3.71,-3.89
133,5.08,5.72,0.64,5.72,5.04,5.34,0.30,5.34,4.21,4.35,0.14,0.00,7.90,13.66,6.15,0.84,0.77,-3.25,-2.80
134,5.19,5.13,0.06,5.19,5.27,5.13,0.15,5.27,4.28,4.15,0.13,0.00,9.14,15.63,6.95,0.84,0.85,-3.04,-3.21
135,6.20,6.00,0.20,6.20,5.75,6.09,0.34,6.09,4.81,5.21,0.40,0.02,10.63,15.32,5.21,0.80,0.89,-3.59,-4.34
136,5.68,5.54,0.15,5.68,5.70,5.42,0.28,5.70,4.83,4.64,0.19,0.00,8.64,15.05,6.84,0.88,0.82,-3.78,-3.14
137,5.97,6.32,0.35,6.32,5.92,5.95,0.03,5.95,4.88,5.03,0.14,0.01,8.83,13.69,5.30,0.84,0.81,-3.87,-3.69
138,6.39,6.37,0.02,6.39,6.51,6.29,0.21,6.51,5.31,5.25,0.07,0.00,6.80,11.97,5.51,0.82,0.78,-3.90,-3.58
139,5.88,5.96,0.08,5.96,5.58,5.81,0.23,5.81,4.63,4.98,0.35,0.01,6.77,11.63,5.19,0.80,0.79,-3.26,-3.33
140,5.80,6.04,0.24,6.04,5.93,6.07,0.14,6.07,4.96,5.13,0.17,0.00,7.61,13.18,5.95,0.85,0.84,-3.76,-3.89
141,7.25,7.28,0.03,7.28,6.93,7.04,0.12,7.04,5.78,5.89,0.12,0.07,6.96,10.52,3.90,0.75,0.73,-4.14,-3.80
142,5.76,5.18,0.58,5.76,5.48,5.27,0.21,5.48,4.47,4.49,0.02,0.00,8.76,14.70,6.37,0.81,0.84,-3.05,-3.35
143,5.66,6.06,0.40,6.06,5.62,5.82,0.21,5.82,4.81,4.91,0.09,0.00,7.05,12.40,5.71,0.84,0.81,-3.79,-3.40
144,6.70,6.11,0.60,6.70,6.27,6.16,0.10,6.27,5.36,5.12,0.24,0.00,9.12,14.19,5.53,0.79,0.75,-3.66,-3.23
145,5.71,5.58,0.13,5.71,5.76,5.23,0.52,5.76,4.88,4.50,0.38,0.01,7.16,12.46,5.66,0.88,0.77,-3.93,-3.02
146,6.85,7.16,0.31,7.16,6.79,6.99,0.20,6.99,5.83,5.90,0.07,0.01,7.10,10.65,3.90,0.73,0.77,-3.87,-4.30
147,6.27,6.28,0.01,6.28,6.14,6.04,0.10,6.14,5.07,5.13,0.06,0.00,7.85,12.57,5.11,0.88,0.83,-4.37,-3.85
148,5.24,4.97,0.27,5.24,5.15,4.80,0.35,5.15,4.27,3.95,0.32,0.00,9.10,16.00,7.35,0.88,0.85,-3.28,-2.91
149,6.11,6.17,0.06,6.17,5.93,6.24,0.31,6.24,5.19,5.22,0.03,0.00,6.06,11.16,5.41,0.79,0.81,-3.61,-3.81
150,5.82,5.96,0.14,5.96,5.57,5.72,0.15,5.72,4.77,4.77,0.00,0.00,6.94,12.19,5.59,0.82,0.89,-3.54,-4.06
151,5.32,5.21,0.11,5.32,5.37,5.23,0.14,5.37,4.40,4.37,0.03,0.00,7.46,13.71,6.62,0.84,0.86,-3.27,-3.32
152,6.78,6.76,0.01,6.78,6.47,6.29,0.18,6.47,5.35,5.28,0.07,0.03,6.00,10.44,4.74,0.79,0.79,-3.93,-3.80
153,5.55,5.62,0.06,5.62,5.30,5.85,0.55,5.85,4.45,4.70,0.25,0.00,7.89,14.36,6.86,0.83,0.87,-3.22,-3.58
154,6.76,6.44,0.32,6.76,6.09,6.13,0.05,6.13,5.22,5.01,0.21,0.05,7.07,11.27,4.55,0.83,0.74,-4.13,-3.24
155,5.97,6.45,0.47,6.45,5.78,6.12,0.34,6.12,4.96,5.15,0.19,0.00,6.17,11.62,5.76,0.88,0.79,-4.15,-3.58
156,7.36,7.28,0.08,7.36,7.20,6.87,0.33,7.20,5.84,5.81,0.03,0.05,5.11,8.11,3.25,0.71,0.78,-3.78,-4.43
157,7.23,7.06,0.17,7.23,6.86,6.73,0.13,6.86,5.71,5.61,0.10,0.07,7.06,10.36,3.65,0.79,0.75,-4.25,-3.93
158,6.61,6.75,0.13,6.75,6.24,6.23,0.02,6.24,5.27,5.29,0.02,0.00,5.72,10.71,5.27,0.80,0.80,-3.68,-3.78
159,7.23,7.40,0.17,7.40,6.84,7.13,0.28,7.13,5.56,5.78,0.22,0.17,6.94,10.15,3.56,0.79,0.71,-4.37,-3.67
160,5.28,5.05,0.23,5.28,5.48,5.13,0.36,5.48,4.37,4.17,0.20,0.00,7.97,14.56,6.99,0.84,0.87,-3.26,-3.55
161,6.02,5.72,0.30,6.02,5.76,5.78,0.02,5.78,4.83,4.93,0.11,0.02,7.63,12.14,4.89,0.80,0.85,-3.66,-4.08
162,5.48,5.05,0.43,5.48,5.31,5.09,0.23,5.31,4.39,4.26,0.13,0.00,8.91,15.20,6.73,0.85,0.86,-3.33,-3.36
163,6.80,6.47,0.34,6.80,6.61,6.32,0.30,6.61,5.76,5.53,0.24,0.00,7.57,11.67,4.48,0.86,0.79,-4.73,-3.99
164,5.24,5.77,0.54,5.77,5.01,5.63,0.61,5.63,4.13,4.62,0.49,0.00,9.24,15.03,6.25,0.81,0.87,-2.92,-3.64
165,5.97,5.40,0.57,5.97,5.79,5.37,0.42,5.79,4.82,4.52,0.30,0.00,7.11,12.59,5.84,0.87,0.85,-3.90,-3.71
166,6.13,6.32,0.19,6.32,5.99,6.04,0.05,6.04,5.13,4.97,0.16,0.00,9.27,13.85,5.04,0.87,0.80,-4.32,-3.76
167,5.98,5.93,0.05,5.98,5.74,5.93,0.19,5.93,4.66,4.92,0.26,0.01,10.19,15.47,5.79,0.83,0.83,-3.40,-3.56
168,6.18,6.65,0.47,6.65,6.06,6.24,0.18,6.24,5.12,5.23,0.12,0.01,7.58,12.10,4.90,0.83,0.75,-4.05,-3.40
169,5.55,5.83,0.28,5.83,5.26,5.55,0.29,5.55,4.40,4.63,0.23,0.00,8.22,15.18,7.37,0.82,0.88,-3.01,-3.57
170,7.57,7.12,0.45,7.57,6.84,6.60,0.23,6.84,5.61,5.67,0.06,0.12,8.04,11.38,3.74,0.76,0.77,-4.14,-4.15
