,CVaR0,CVaR1,$|CVaR_2 - CVaR_1|$,Max CVaR,VaR0,VaR1,$|VaR_2 - VaR_1|$,Max VaR,SemiVar0,SemiVar1,Max SemiVar,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,Payout Cost,a_1,a_2,b_1,b_2,p1,p2
29,53.82,50.42,3.40,53.82,45.27,44.54,0.73,45.27,208.33,165.72,208.33,0.63,51.08,84.18,40.76,3310.08,0.87,0.87,-27.50,-22.16,14.37,19.14
30,57.40,54.08,3.32,57.40,46.03,43.43,2.60,46.03,331.42,93.46,331.42,0.72,57.67,90.00,40.98,3232.93,0.87,0.78,-22.60,-18.12,20.17,19.25
31,53.59,54.93,1.34,54.93,44.92,45.80,0.88,45.80,121.03,134.60,134.60,0.52,53.70,90.00,44.36,3630.25,0.89,0.83,-22.51,-20.63,19.14,18.15
32,55.62,55.72,0.10,55.72,44.03,45.30,1.27,45.30,296.49,280.89,296.49,0.78,52.63,83.72,38.98,3108.70,0.79,0.90,-19.22,-24.16,17.73,19.41
33,56.44,49.90,6.53,56.44,42.00,45.74,3.74,45.74,151.85,129.83,151.85,0.52,49.83,85.07,42.72,3524.07,0.64,0.92,-7.49,-25.23,19.61,18.54
34,54.92,48.33,6.59,54.92,43.73,46.57,2.84,46.57,144.07,77.60,144.07,0.57,46.26,81.10,41.78,3484.11,0.68,0.89,-11.42,-23.92,20.13,20.26
35,54.30,52.27,2.03,54.30,45.51,46.33,0.83,46.33,126.04,71.96,126.04,0.51,46.36,80.25,40.85,3389.41,0.83,0.87,-19.91,-22.98,18.75,19.10
36,54.68,53.30,1.38,54.68,45.35,46.13,0.78,46.13,109.97,149.95,149.95,0.90,48.54,79.73,38.47,3119.19,0.81,0.88,-20.42,-24.40,19.31,18.89
37,48.03,53.77,5.74,53.77,44.24,46.04,1.80,46.04,33.53,71.84,71.84,0.86,48.42,77.35,36.19,2892.89,0.89,0.84,-21.06,-24.42,20.46,16.75
38,59.14,59.29,0.15,59.29,44.42,47.53,3.11,47.53,210.48,290.02,290.02,0.96,45.23,76.38,37.93,3114.82,0.72,0.90,-18.17,-25.81,16.72,19.27
39,58.71,53.63,5.08,58.71,46.72,47.26,0.55,47.26,126.03,220.01,220.01,0.36,48.60,80.84,39.53,3223.72,0.70,0.91,-15.13,-26.51,18.66,19.03
40,53.98,51.88,2.10,53.98,46.46,46.90,0.44,46.90,140.42,95.98,140.42,0.87,51.75,84.14,40.15,3238.71,0.89,0.86,-24.84,-24.13,18.86,18.62
41,53.11,51.79,1.32,53.11,46.29,44.85,1.44,46.29,116.66,79.90,116.66,0.60,39.84,71.84,37.97,3199.38,0.90,0.88,-25.04,-23.50,18.26,18.50
42,56.36,55.18,1.18,56.36,45.67,45.53,0.14,45.67,237.14,244.54,244.54,0.78,47.74,84.52,43.94,3677.70,0.88,0.80,-22.81,-19.09,19.81,19.70
43,50.28,49.59,0.69,50.28,45.67,43.31,2.36,45.67,197.99,241.69,241.69,0.80,58.85,92.65,42.62,3379.69,0.89,0.86,-29.17,-21.17,13.79,18.35
44,64.96,60.18,4.78,64.96,48.95,48.99,0.04,48.99,204.38,139.80,204.38,0.83,40.15,75.15,41.02,3500.00,0.54,0.90,-9.20,-25.55,16.14,19.63
45,52.42,54.60,2.18,54.60,44.96,45.26,0.30,45.26,154.47,148.36,154.47,0.31,51.56,83.05,39.23,3149.37,0.88,0.84,-21.63,-24.33,18.97,15.89
46,49.50,53.68,4.18,53.68,44.46,43.61,0.85,44.46,66.91,261.76,261.76,0.61,55.03,86.76,39.99,3173.18,0.79,0.90,-22.21,-21.79,14.98,19.10
47,56.08,52.43,3.65,56.08,46.03,47.12,1.10,47.12,79.39,57.42,79.39,0.87,42.79,72.97,36.60,3017.73,0.77,0.90,-20.66,-23.94,17.58,20.95
48,56.35,58.90,2.55,58.90,46.12,45.07,1.05,46.12,127.44,185.16,185.16,0.47,52.53,86.88,42.23,3435.07,0.85,0.89,-22.61,-22.30,17.53,18.91
49,50.71,53.32,2.61,53.32,46.02,46.89,0.86,46.89,131.95,193.84,193.84,0.85,51.32,81.65,38.03,3033.28,0.91,0.90,-23.17,-27.89,20.90,16.38
50,58.93,55.96,2.97,58.93,47.30,46.81,0.48,47.30,185.00,156.92,185.00,0.81,55.54,85.03,37.82,2949.16,0.87,0.87,-27.11,-24.66,16.71,18.47
51,56.78,56.36,0.42,56.78,45.67,45.96,0.29,45.96,84.38,337.70,337.70,0.36,42.96,76.90,40.38,3393.41,0.64,0.89,-14.95,-22.36,15.18,20.20
52,57.38,57.85,0.47,57.85,44.08,45.79,1.71,45.79,336.12,526.89,526.89,0.71,61.05,90.00,38.10,2894.56,0.66,0.85,-16.44,-23.58,15.16,17.94
53,54.27,51.55,2.72,54.27,45.75,46.59,0.84,46.59,129.13,211.00,211.00,0.74,46.87,76.16,36.33,2929.55,0.74,0.91,-24.28,-23.99,11.87,20.61
54,55.05,54.76,0.29,55.05,43.38,48.38,4.99,48.38,91.43,141.43,141.43,0.82,47.18,81.22,41.12,3403.83,0.60,0.92,-9.15,-26.89,18.32,19.59
55,52.37,62.79,10.42,62.79,45.61,44.72,0.88,45.61,190.36,350.71,350.71,0.27,53.49,92.81,47.35,3932.77,0.86,0.83,-22.48,-20.77,18.37,17.84
56,57.03,61.70,4.68,61.70,44.44,44.81,0.37,44.81,253.75,231.52,253.75,0.84,55.93,90.00,42.46,3407.45,0.87,0.81,-20.79,-21.26,20.35,17.12
57,51.28,53.28,1.99,53.28,44.21,44.83,0.62,44.83,79.40,120.94,120.94,0.92,41.17,72.85,37.85,3167.69,0.87,0.79,-20.42,-21.22,20.91,16.72
58,54.23,60.29,6.06,60.29,47.48,46.12,1.36,47.48,182.77,329.34,329.34,0.67,51.45,87.00,43.27,3555.38,0.87,0.62,-25.80,-13.37,18.14,15.36
59,57.51,53.14,4.37,57.51,47.07,45.00,2.06,47.07,211.66,115.76,211.66,0.89,45.53,77.76,39.06,3222.64,0.88,0.88,-25.06,-20.65,17.38,20.46
60,56.35,49.91,6.44,56.35,45.30,47.26,1.96,47.26,99.98,59.33,99.98,0.41,42.19,77.32,41.45,3512.47,0.67,0.92,-11.77,-25.57,19.46,20.04
61,55.29,66.18,10.90,66.18,46.25,48.51,2.26,48.51,276.80,214.11,276.80,0.90,55.44,90.00,42.88,3455.93,0.90,0.74,-24.00,-18.15,20.06,17.53
62,48.35,59.57,11.22,59.57,42.83,44.46,1.62,44.46,254.83,272.14,272.14,0.67,51.76,90.95,46.96,3919.27,0.84,0.71,-20.93,-13.02,17.63,19.67
63,53.16,55.94,2.78,55.94,44.54,45.93,1.39,45.93,187.64,180.73,187.64,0.98,54.73,80.91,34.38,2617.41,0.80,0.89,-22.84,-23.10,16.50,19.62
64,53.75,54.15,0.40,54.15,46.15,46.51,0.36,46.51,183.03,314.91,314.91,0.43,54.26,92.90,46.78,3863.77,0.82,0.85,-22.01,-22.16,18.31,19.42
65,51.71,47.58,4.13,51.71,47.72,45.72,2.01,47.72,180.88,158.57,180.88,0.67,47.03,75.79,35.81,2875.17,0.86,0.91,-31.10,-24.70,12.36,19.25
66,49.99,50.89,0.91,50.89,44.80,44.54,0.26,44.80,193.47,235.89,235.89,0.71,51.02,87.47,44.10,3644.54,0.76,0.86,-20.46,-21.92,15.93,18.64
67,56.70,56.03,0.67,56.70,48.70,50.26,1.56,50.26,209.21,273.86,273.86,0.40,51.70,86.75,42.81,3504.94,0.67,0.87,-18.46,-25.62,14.29,19.53
68,49.94,52.97,3.03,52.97,44.16,41.96,2.21,44.16,122.77,175.97,175.97,0.40,56.11,85.47,37.78,2936.01,0.91,0.82,-22.13,-21.35,19.61,16.30
69,44.38,50.84,6.47,50.84,47.61,47.19,0.42,47.61,758.00,687.59,758.00,0.57,92.97,131.63,52.61,3866.03,0.87,0.76,-25.62,-30.58,18.07,9.09
70,53.36,55.60,2.24,55.60,43.75,46.33,2.58,46.33,142.15,303.11,303.11,0.39,49.25,84.89,43.02,3563.41,0.71,0.87,-14.72,-23.21,17.61,19.27
71,52.59,60.00,7.41,60.00,45.28,45.04,0.24,45.28,93.07,258.63,258.63,0.28,53.26,90.00,44.73,3674.02,0.79,0.88,-17.36,-23.28,19.59,18.79
72,51.63,53.30,1.66,53.30,44.86,48.35,3.50,48.35,296.61,177.75,296.61,0.59,60.65,94.17,42.62,3352.35,0.85,0.88,-20.77,-31.20,19.85,13.54
73,53.79,44.05,9.74,53.79,43.11,43.56,0.45,43.56,252.20,177.02,252.20,0.74,48.62,78.75,37.43,3013.35,0.74,0.86,-22.21,-23.65,12.99,16.67
74,53.48,60.42,6.95,60.42,46.60,47.83,1.23,47.83,277.87,480.23,480.23,0.79,59.94,96.94,45.99,3700.33,0.83,0.89,-23.51,-24.93,16.72,19.54
75,53.03,51.45,1.58,53.03,43.41,42.36,1.04,43.41,253.60,178.02,253.60,0.28,49.46,89.15,47.11,3969.39,0.91,0.82,-21.25,-16.51,20.00,19.54
76,53.25,52.88,0.37,53.25,46.65,44.17,2.47,46.65,99.67,131.10,131.10,0.83,45.25,76.57,38.11,3132.43,0.92,0.90,-28.03,-21.87,16.34,19.73
77,54.69,54.16,0.53,54.69,46.83,44.63,2.20,46.83,392.32,262.11,392.32,0.26,49.44,91.09,49.07,4165.30,0.89,0.84,-22.72,-18.08,19.86,21.54
78,51.94,49.41,2.53,51.94,45.02,46.68,1.66,46.68,99.30,36.18,99.30,0.91,47.72,71.37,30.80,2364.63,0.75,0.90,-22.25,-24.78,14.65,19.94
79,52.53,51.80,0.74,52.53,45.02,44.98,0.04,45.02,379.36,192.83,379.36,0.31,53.76,92.50,46.80,3873.91,0.88,0.74,-21.17,-18.73,20.08,15.76
80,56.67,51.90,4.77,56.67,46.09,43.76,2.33,46.09,219.81,213.41,219.81,0.56,54.07,84.38,38.43,3031.50,0.90,0.89,-31.04,-19.58,12.86,21.10
81,54.86,54.64,0.23,54.86,47.47,46.87,0.60,47.47,256.01,144.57,256.01,0.93,45.44,74.30,35.68,2886.64,0.87,0.80,-24.37,-20.82,20.34,19.72
82,48.80,54.14,5.34,54.14,46.85,46.32,0.53,46.85,35.29,103.75,103.75,0.84,48.34,78.16,37.06,2981.27,0.93,0.88,-27.52,-24.13,18.38,19.12
83,61.13,57.11,4.02,61.13,46.71,45.63,1.08,46.71,180.61,163.62,180.61,0.62,52.22,86.31,41.92,3409.04,0.66,0.88,-12.75,-24.36,18.47,18.43
84,56.13,58.22,2.10,58.22,46.27,48.12,1.85,48.12,206.85,87.86,206.85,0.35,48.88,81.98,40.43,3309.67,0.85,0.66,-22.32,-15.56,19.63,17.84
85,51.54,52.66,1.13,52.66,47.12,46.73,0.39,47.12,108.17,129.83,129.83,0.82,48.77,82.08,40.63,3330.89,0.89,0.87,-25.08,-23.32,18.90,19.50
86,50.85,53.17,2.32,53.17,45.76,44.37,1.39,45.76,242.75,327.60,327.60,0.29,52.29,89.06,44.61,3676.54,0.88,0.88,-25.57,-21.10,15.99,20.13
87,52.76,45.09,7.67,52.76,47.21,45.39,1.83,47.21,276.70,260.57,276.70,0.77,65.84,94.60,38.64,2876.70,0.83,0.85,-33.27,-22.80,11.05,18.96
88,40.78,53.28,12.50,53.28,45.54,51.08,5.54,51.08,471.37,460.09,471.37,0.82,82.80,117.22,46.84,3442.49,0.86,0.77,-22.47,-32.37,19.96,9.38
89,60.16,55.88,4.28,60.16,48.27,48.20,0.06,48.27,164.51,502.60,502.60,0.31,46.77,81.48,41.73,3471.28,0.60,0.89,-10.66,-26.17,19.02,19.00
90,61.43,53.56,7.87,61.43,47.23,44.27,2.96,47.23,570.76,111.96,570.76,0.33,48.02,80.44,39.63,3242.84,0.92,0.69,-24.86,-18.01,21.11,15.96
91,56.15,52.10,4.04,56.15,44.43,47.39,2.96,47.39,282.72,204.79,282.72,0.82,44.54,76.52,38.66,3198.03,0.89,0.88,-23.77,-25.54,18.66,17.99
92,50.68,53.70,3.02,53.70,46.27,46.44,0.17,46.44,99.82,104.18,104.18,0.71,41.15,73.15,38.17,3200.15,0.89,0.76,-23.62,-20.63,19.13,15.95
93,56.52,58.89,2.36,58.89,44.83,45.02,0.19,45.02,371.33,200.45,371.33,0.61,43.39,80.64,43.76,3724.60,0.89,0.76,-23.04,-15.67,19.22,20.58
94,54.03,50.11,3.93,54.03,43.86,44.93,1.08,44.93,247.11,216.79,247.11,0.46,51.90,87.79,43.67,3588.66,0.79,0.87,-19.08,-22.77,17.57,18.62
95,63.12,49.93,13.19,63.12,46.11,44.84,1.27,46.11,176.98,107.49,176.98,0.46,51.53,84.57,40.77,3304.39,0.68,0.87,-15.72,-21.78,16.06,19.51
96,56.77,55.37,1.40,56.77,43.91,45.90,1.99,45.90,257.64,210.28,257.64,0.57,55.24,89.90,42.94,3465.53,0.68,0.88,-16.72,-21.21,14.33,20.53
97,51.57,56.60,5.03,56.60,44.22,47.60,3.38,47.60,110.80,100.72,110.80,0.90,47.96,82.27,41.50,3430.97,0.88,0.84,-21.08,-19.58,18.69,19.33
98,48.55,48.00,0.55,48.55,44.29,43.58,0.71,44.29,213.85,274.07,274.07,0.80,58.89,95.29,45.24,3640.24,0.87,0.91,-24.18,-21.99,17.14,20.11
99,53.37,55.06,1.68,55.06,47.29,47.75,0.46,47.75,374.24,221.98,374.24,0.41,63.84,97.79,43.53,3395.55,0.89,0.79,-24.75,-29.60,19.20,11.23
100,50.73,48.15,2.58,50.73,45.16,46.79,1.63,46.79,138.53,60.82,138.53,0.66,41.72,75.01,39.55,3329.44,0.88,0.87,-22.83,-25.68,19.07,17.49
101,52.18,52.62,0.44,52.62,44.95,44.21,0.73,44.95,75.28,123.47,123.47,0.43,55.06,89.67,42.87,3460.92,0.90,0.88,-24.10,-21.31,18.29,19.43
102,43.86,48.89,5.03,48.89,44.74,48.27,3.53,48.27,410.01,220.91,410.01,0.72,67.54,97.67,40.26,3013.01,0.89,0.82,-24.10,-33.41,17.91,9.00
103,57.23,52.48,4.75,57.23,45.60,46.34,0.74,46.34,337.48,200.44,337.48,0.47,47.91,81.76,41.04,3385.37,0.87,0.91,-22.65,-25.21,19.31,19.26
104,47.68,54.20,6.52,54.20,44.08,43.91,0.16,44.08,192.14,93.54,192.14,0.85,45.71,79.13,40.28,3342.80,0.89,0.77,-21.55,-20.06,19.95,16.82
105,54.16,52.35,1.81,54.16,44.51,46.39,1.88,46.39,122.72,148.89,148.89,0.64,49.29,82.66,40.76,3336.79,0.68,0.85,-14.31,-24.66,18.12,18.03
106,53.33,51.69,1.64,53.33,44.06,45.05,0.99,45.05,92.37,116.96,116.96,0.89,48.18,78.75,37.80,3057.69,0.76,0.90,-17.76,-23.07,18.41,20.20
107,50.16,45.51,4.65,50.16,45.61,46.77,1.16,46.77,335.16,358.15,358.15,0.65,65.20,101.24,45.82,3603.78,0.65,0.85,-18.64,-23.62,13.26,18.46
108,54.88,55.21,0.33,55.21,46.06,46.43,0.36,46.43,154.84,68.71,154.84,0.30,52.41,87.16,42.61,3474.87,0.90,0.74,-23.11,-15.58,18.93,17.39
109,59.41,56.46,2.95,59.41,49.48,49.57,0.09,49.57,150.52,53.04,150.52,0.59,40.49,69.89,35.48,2940.36,0.64,0.87,-10.57,-24.55,19.64,18.09
110,56.18,49.03,7.15,56.18,45.74,45.08,0.66,45.74,113.75,87.34,113.75,0.34,55.43,89.57,42.45,3413.83,0.81,0.89,-17.62,-23.23,20.67,19.36
111,48.72,56.89,8.17,56.89,45.01,43.76,1.25,45.01,59.83,129.89,129.89,0.64,37.96,70.04,37.77,3208.00,0.86,0.61,-22.73,-11.36,18.32,16.42
112,56.04,56.05,0.00,56.05,44.68,44.85,0.17,44.85,116.28,263.93,263.93,0.36,44.23,76.71,39.12,3248.34,0.76,0.88,-18.68,-23.72,16.87,18.26
113,55.21,54.25,0.96,55.21,44.46,46.58,2.12,46.58,180.38,231.55,231.55,0.97,49.35,78.67,36.72,2931.66,0.84,0.91,-22.78,-24.49,17.34,19.14
114,52.86,51.43,1.43,52.86,45.96,43.30,2.65,45.96,204.78,114.77,204.78,0.27,51.43,84.96,41.25,3353.12,0.86,0.89,-23.27,-20.97,17.11,19.86
115,53.26,60.12,6.85,60.12,45.77,47.56,1.79,47.56,190.54,287.93,287.93,0.88,49.96,81.87,39.40,3190.91,0.88,0.87,-24.38,-25.70,18.50,17.07
116,55.11,53.23,1.88,55.11,47.44,43.17,4.27,47.44,203.94,113.05,203.94,0.59,52.30,81.89,37.43,2958.72,0.88,0.62,-26.32,-11.72,18.30,18.12
117,52.87,55.64,2.78,55.64,44.36,45.12,0.76,45.12,79.68,217.32,217.32,0.33,50.70,85.49,42.40,3479.69,0.71,0.90,-16.18,-23.43,16.73,19.00
118,56.16,55.57,0.59,56.16,45.02,44.58,0.44,45.02,293.87,128.29,293.87,0.82,45.20,78.65,40.23,3344.74,0.92,0.89,-24.10,-22.37,20.12,19.11
119,54.67,51.77,2.90,54.67,44.89,45.47,0.58,45.47,188.39,210.72,210.72,0.57,49.37,87.06,45.10,3769.03,0.76,0.88,-17.84,-22.21,18.62,19.28
120,53.75,57.48,3.74,57.48,46.83,46.02,0.81,46.83,128.83,245.95,245.95,0.78,47.14,79.17,39.10,3202.78,0.87,0.78,-23.60,-20.73,19.23,17.08
121,56.74,58.74,2.00,58.74,44.61,50.15,5.54,50.15,102.19,105.99,105.99,0.87,57.51,90.00,41.12,3249.20,0.87,0.86,-19.77,-23.05,20.50,18.24
122,55.53,53.21,2.31,55.53,45.95,44.96,1.00,45.95,192.75,283.76,283.76,0.76,51.67,84.31,40.39,3264.24,0.89,0.89,-26.26,-22.42,16.76,19.75
123,51.53,50.04,1.50,51.53,45.29,45.70,0.41,45.70,166.34,92.56,166.34,0.94,46.76,73.31,33.56,2654.55,0.89,0.84,-23.69,-23.69,19.28,17.15
124,48.26,53.23,4.97,53.23,45.02,49.61,4.59,49.61,512.54,284.85,512.54,0.39,63.00,97.58,44.03,3458.28,0.88,0.87,-23.34,-36.96,18.85,9.33
125,50.13,51.99,1.86,51.99,46.06,45.26,0.80,46.06,60.90,26.86,60.90,0.78,47.83,77.49,36.84,2966.80,0.91,0.74,-23.91,-16.14,19.48,18.22
126,49.68,54.62,4.94,54.62,45.51,46.19,0.68,46.19,71.43,185.59,185.59,0.92,45.52,73.83,35.14,2831.21,0.81,0.88,-25.43,-23.64,14.85,19.56
127,53.96,55.45,1.50,55.45,45.86,45.24,0.62,45.86,75.69,116.46,116.46,0.94,59.58,90.00,39.36,3042.47,0.89,0.91,-26.04,-22.55,16.95,20.43
128,56.26,50.72,5.55,56.26,46.23,47.62,1.39,47.62,534.28,240.74,534.28,0.82,67.00,100.65,43.70,3365.35,0.91,0.88,-22.70,-32.97,21.37,11.34
129,51.03,55.45,4.42,55.45,45.96,44.33,1.63,45.96,114.51,205.03,205.03,0.64,50.22,82.55,39.87,3233.76,0.93,0.84,-25.87,-22.07,18.67,17.54
130,55.26,51.51,3.76,55.26,44.69,45.24,0.54,45.24,106.38,141.21,141.21,0.86,56.68,90.00,41.82,3331.87,0.76,0.85,-17.41,-21.93,18.77,18.21
131,51.55,56.17,4.62,56.17,45.25,42.95,2.29,45.25,81.07,272.41,272.41,0.95,45.84,77.19,38.22,3134.88,0.87,0.83,-22.29,-20.24,19.72,18.63
132,54.35,60.40,6.05,60.40,44.68,45.51,0.83,45.51,145.40,183.75,183.75,0.68,53.23,85.34,40.10,3211.06,0.89,0.79,-23.49,-19.54,18.62,18.75
133,56.15,52.89,3.26,56.15,45.77,43.82,1.95,45.77,138.06,64.73,138.06,0.82,39.39,70.40,36.92,3101.13,0.91,0.73,-25.03,-16.41,19.15,17.74
134,64.83,51.24,13.59,64.83,44.09,47.34,3.25,47.34,579.88,226.97,579.88,0.33,53.07,90.69,45.58,3762.45,0.71,0.87,-16.17,-24.29,15.87,18.98
135,54.03,50.89,3.13,54.03,47.57,46.59,0.97,47.57,375.44,397.20,397.20,0.75,65.15,100.27,44.89,3511.57,0.83,0.88,-31.15,-23.80,11.56,19.22
136,49.37,57.24,7.87,57.24,45.11,45.70,0.58,45.70,56.38,67.29,67.29,0.68,43.87,72.86,35.58,2899.57,0.87,0.62,-23.61,-10.95,17.99,17.77
137,56.65,53.37,3.28,56.65,49.62,46.69,2.93,49.62,209.72,154.28,209.72,0.64,48.47,80.08,38.88,3161.30,0.90,0.90,-31.09,-24.82,15.47,19.22
138,52.43,47.59,4.84,52.43,46.19,45.82,0.36,46.19,249.57,142.93,249.57,0.90,51.40,81.55,37.86,3014.87,0.84,0.90,-27.58,-23.80,14.21,19.31
139,51.43,54.48,3.05,54.48,46.04,45.07,0.97,46.04,118.47,159.92,159.92,0.37,52.34,86.59,42.10,3425.37,0.90,0.89,-23.86,-25.34,19.50,17.05
140,45.15,53.51,8.36,53.51,45.70,49.07,3.37,49.07,230.07,312.48,312.48,0.82,60.59,94.39,42.89,3379.76,0.87,0.86,-23.52,-30.62,18.64,13.42
141,51.12,56.06,4.94,56.06,46.40,43.46,2.94,46.40,78.11,276.59,276.59,0.79,54.33,84.60,38.42,3026.99,0.91,0.89,-26.90,-20.71,17.65,20.36
142,53.75,57.51,3.76,57.51,44.42,48.16,3.74,48.16,114.52,206.58,206.58,0.92,57.84,90.00,40.84,3216.42,0.86,0.88,-21.23,-27.68,19.84,15.83
143,54.50,54.88,0.38,54.88,45.35,48.73,3.38,48.73,290.43,170.84,290.43,0.58,53.70,86.20,40.55,3249.88,0.87,0.85,-21.06,-29.75,20.34,13.68
144,49.03,52.79,3.76,52.79,44.43,46.42,1.99,46.42,132.26,77.72,132.26,0.67,55.29,85.75,38.75,3045.97,0.86,0.83,-20.25,-25.37,20.32,15.94
145,58.02,52.43,5.59,58.02,44.16,47.90,3.75,47.90,219.01,109.31,219.01,0.71,40.25,71.52,37.31,3127.57,0.74,0.90,-16.76,-25.21,18.04,19.88
146,47.46,53.83,6.37,53.83,47.12,48.13,1.00,48.13,416.31,330.34,416.31,0.53,73.65,109.73,47.13,3608.25,0.89,0.82,-25.76,-29.22,18.41,13.13
