,CVaR0,CVaR1,$|CVaR_2 - CVaR_1|$,Max CVaR,VaR0,VaR1,$|VaR_2 - VaR_1|$,Max VaR,SemiVar0,SemiVar1,Max SemiVar,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,Payout Cost,a_1,a_2,b_1,b_2,p1,p2
67,9.36,9.29,0.07,9.36,9.20,9.20,0.00,9.20,0.73,1.24,1.24,0.66,6.74,11.75,6.03,501.59,0.79,0.93,-4.92,-3.94,1.70,3.84
68,9.05,8.81,0.24,9.05,8.80,8.75,0.05,8.80,0.80,1.72,1.72,0.87,7.44,12.55,6.22,510.72,0.88,0.93,-4.41,-4.22,2.71,3.29
69,8.89,8.26,0.63,8.89,8.81,8.73,0.08,8.81,1.07,1.68,1.68,0.55,7.14,12.00,5.93,485.96,0.88,0.94,-5.10,-4.03,2.14,3.57
70,9.07,9.08,0.00,9.08,9.02,9.02,0.01,9.02,0.98,0.62,0.98,0.66,6.82,10.47,4.68,365.37,0.82,0.86,-4.78,-4.77,2.11,2.32
71,9.40,8.40,0.99,9.40,8.90,8.78,0.12,8.90,1.12,1.89,1.89,0.76,7.00,13.02,7.07,602.20,0.82,0.96,-4.04,-3.58,2.57,4.14
72,8.90,9.43,0.53,9.43,9.07,9.06,0.01,9.07,1.26,1.25,1.26,0.68,6.86,11.29,5.47,443.68,0.93,0.92,-4.98,-4.61,2.53,2.89
73,8.91,8.62,0.29,8.91,8.75,8.92,0.17,8.92,1.02,1.51,1.51,0.85,7.21,12.97,6.85,576.85,0.86,0.93,-3.80,-4.44,3.24,3.15
74,9.39,9.05,0.34,9.39,9.07,8.90,0.17,9.07,0.97,1.36,1.36,0.91,6.14,11.27,6.05,512.62,0.88,0.95,-4.71,-4.23,2.56,3.62
75,9.24,8.86,0.38,9.24,8.87,8.98,0.11,8.98,0.50,1.85,1.85,0.79,5.58,10.83,6.09,525.34,0.86,0.96,-4.58,-4.02,2.43,3.81
76,8.97,9.52,0.55,9.52,9.06,9.15,0.09,9.15,1.17,1.84,1.84,0.70,5.97,10.31,5.24,434.31,0.93,0.79,-3.73,-4.81,3.92,1.86
77,9.30,9.67,0.36,9.67,9.16,9.21,0.04,9.21,1.10,0.27,1.10,0.61,5.90,10.29,5.27,438.88,0.91,0.80,-4.42,-4.94,3.25,1.93
78,9.28,8.39,0.88,9.28,8.96,8.52,0.44,8.96,0.81,2.36,2.36,0.50,8.48,14.19,6.98,570.90,0.88,0.96,-4.99,-3.71,2.17,3.89
79,9.13,9.09,0.04,9.13,8.82,9.13,0.31,9.13,0.64,1.01,1.01,0.87,5.25,9.48,5.02,423.69,0.94,0.91,-4.90,-4.56,2.92,3.08
80,9.12,9.11,0.01,9.12,9.08,9.25,0.17,9.25,1.21,0.85,1.21,0.85,6.61,10.61,5.00,400.72,0.90,0.89,-4.25,-4.94,3.19,2.49
81,9.17,9.03,0.13,9.17,8.99,8.88,0.11,8.99,0.74,0.74,0.74,0.77,6.82,10.02,4.23,320.77,0.86,0.87,-4.55,-5.05,2.48,2.05
82,9.00,9.14,0.15,9.14,8.92,9.06,0.13,9.06,0.68,0.89,0.89,0.82,9.79,13.71,5.40,392.83,0.90,0.88,-4.43,-5.51,2.90,1.80
83,9.21,8.53,0.68,9.21,8.83,8.86,0.03,8.86,0.78,1.77,1.77,0.79,5.82,10.34,5.39,451.35,0.77,0.95,-4.38,-4.28,1.98,3.44
84,8.45,8.65,0.19,8.65,8.69,8.73,0.04,8.73,1.54,0.74,1.54,0.75,5.64,10.52,5.72,487.55,0.95,0.92,-4.35,-4.95,3.35,2.61
85,8.85,9.04,0.19,9.04,8.97,8.98,0.01,8.98,1.16,1.01,1.16,0.71,6.75,11.52,5.78,476.36,0.91,0.88,-4.55,-4.41,2.88,2.79
86,9.10,8.78,0.32,9.10,9.03,9.08,0.06,9.08,1.55,1.60,1.60,0.57,7.28,13.09,6.90,580.66,0.93,0.93,-4.64,-4.01,3.08,3.66
87,9.19,8.49,0.70,9.19,9.01,8.71,0.30,9.01,0.79,2.09,2.09,0.76,5.16,10.77,6.39,561.46,0.91,0.93,-4.66,-3.66,2.84,3.91
88,9.35,8.67,0.68,9.35,8.81,8.82,0.01,8.82,0.38,1.20,1.20,0.80,7.06,11.88,5.88,481.80,0.89,0.87,-4.51,-4.05,2.74,3.01
89,8.98,8.61,0.37,8.98,8.75,8.74,0.01,8.75,1.55,1.46,1.55,0.71,7.44,13.63,7.30,618.57,0.92,0.96,-4.83,-3.52,2.74,4.27
90,8.86,9.37,0.50,9.37,8.78,9.06,0.29,9.06,1.86,0.93,1.86,0.82,6.62,10.82,5.20,420.20,0.89,0.81,-3.61,-4.92,3.71,1.88
91,9.22,8.95,0.27,9.22,9.19,8.98,0.21,9.19,0.93,1.07,1.07,0.80,7.95,12.71,5.95,475.46,0.88,0.93,-5.10,-4.20,2.26,3.39
92,8.93,8.86,0.07,8.93,8.86,8.97,0.11,8.97,1.38,1.38,1.38,0.77,7.30,12.35,6.15,505.59,0.87,0.92,-4.08,-4.73,2.96,2.65
93,8.85,9.39,0.54,9.39,9.05,9.08,0.02,9.08,0.59,1.09,1.09,0.87,6.64,10.53,4.89,389.78,0.92,0.83,-4.87,-4.43,2.81,2.47
94,9.07,8.75,0.32,9.07,8.81,8.88,0.07,8.88,0.53,1.39,1.39,0.75,4.23,9.60,6.01,537.26,0.83,0.89,-4.31,-3.55,2.44,3.60
95,9.25,9.07,0.18,9.25,9.13,9.15,0.02,9.15,0.78,1.05,1.05,0.83,4.50,9.18,5.35,467.94,0.82,0.94,-4.79,-3.96,1.97,3.74
96,8.94,9.09,0.15,9.09,8.81,8.76,0.05,8.81,1.01,0.97,1.01,0.62,6.67,11.42,5.75,475.22,0.84,0.95,-4.64,-4.20,2.17,3.44
97,9.01,8.64,0.37,9.01,8.96,8.52,0.43,8.96,1.34,0.85,1.34,0.72,6.37,11.67,6.26,530.04,0.90,0.90,-3.93,-4.07,3.46,3.25
98,9.35,9.10,0.25,9.35,9.07,9.06,0.00,9.07,1.21,0.53,1.21,0.79,6.55,12.15,6.58,559.96,0.95,0.90,-3.84,-4.63,3.96,2.81
99,9.07,9.21,0.14,9.21,8.93,8.98,0.05,8.98,1.26,1.11,1.26,0.70,6.04,10.88,5.75,484.54,0.84,0.94,-4.73,-4.09,2.29,3.72
100,9.03,8.75,0.28,9.03,8.89,8.67,0.22,8.89,0.46,1.42,1.42,0.79,6.11,11.91,6.71,579.75,0.90,0.95,-4.54,-3.60,2.89,4.10
101,8.88,9.53,0.65,9.53,8.71,9.14,0.43,9.14,1.03,1.13,1.13,0.80,5.36,8.32,3.76,295.60,0.89,0.82,-5.20,-4.82,2.18,2.08
102,9.29,9.16,0.13,9.29,9.32,9.08,0.24,9.32,1.46,1.48,1.48,0.69,6.65,11.67,6.02,502.11,0.90,0.85,-4.41,-4.34,3.16,2.74
103,8.80,9.15,0.35,9.15,8.76,8.95,0.20,8.95,0.75,0.85,0.85,0.97,7.75,12.81,6.22,505.67,0.90,0.95,-4.68,-4.15,2.71,3.61
104,8.74,8.94,0.21,8.94,8.99,9.03,0.04,9.03,1.78,2.19,2.19,0.80,8.03,13.68,6.86,565.36,0.97,0.95,-3.91,-4.96,3.97,2.83
105,9.02,8.70,0.32,9.02,9.06,8.87,0.19,9.06,1.18,3.62,3.62,0.71,8.05,14.15,7.31,609.89,0.92,0.97,-3.49,-4.85,3.98,2.94
106,8.84,8.68,0.16,8.84,8.68,8.78,0.10,8.78,0.58,0.66,0.66,0.86,6.86,11.36,5.53,449.95,0.86,0.90,-4.56,-4.02,2.37,3.30
107,8.53,8.88,0.34,8.88,8.78,8.87,0.08,8.87,1.60,1.24,1.60,0.54,5.03,10.26,5.99,523.34,0.87,0.89,-4.43,-3.96,2.60,3.24
108,8.95,9.26,0.31,9.26,8.60,9.12,0.52,9.12,1.14,1.27,1.27,0.85,7.27,12.11,5.93,483.73,0.93,0.83,-3.69,-4.94,3.89,1.94
109,9.18,8.61,0.57,9.18,8.88,8.77,0.10,8.88,1.49,1.44,1.49,0.75,7.59,13.35,6.90,576.31,0.95,0.82,-3.11,-4.35,4.45,2.13
110,8.97,9.54,0.58,9.54,8.96,8.99,0.04,8.99,1.28,0.93,1.28,0.73,4.78,9.37,5.30,458.58,0.90,0.78,-3.78,-4.61,3.54,1.89
111,9.24,8.60,0.64,9.24,8.91,8.99,0.07,8.99,0.45,1.90,1.90,0.80,5.84,10.74,5.77,489.55,0.79,0.96,-4.75,-3.98,1.75,3.89
112,8.78,8.99,0.21,8.99,8.84,8.95,0.11,8.95,0.73,0.67,0.73,0.90,4.75,9.28,5.24,452.68,0.98,0.76,-4.28,-4.37,3.85,1.93
113,9.32,9.29,0.03,9.32,9.27,9.21,0.06,9.27,0.82,0.75,0.82,0.73,5.01,9.35,5.09,433.60,0.91,0.80,-4.37,-4.63,3.29,2.21
114,9.68,8.70,0.98,9.68,9.14,8.91,0.22,9.14,0.80,0.71,0.80,0.73,6.13,10.90,5.69,476.64,0.79,0.98,-4.59,-3.68,1.95,4.27
115,9.00,9.98,0.98,9.98,9.06,9.44,0.38,9.44,0.77,0.59,0.77,0.68,7.03,11.29,5.31,425.61,0.93,0.78,-4.29,-4.66,3.30,1.81
116,9.26,8.89,0.37,9.26,8.98,8.82,0.17,8.98,0.56,0.52,0.56,0.53,6.35,11.23,5.84,488.56,0.77,0.95,-4.61,-3.47,1.76,4.18
117,9.14,8.82,0.31,9.14,9.00,9.02,0.02,9.02,1.25,2.32,2.32,0.80,7.25,13.09,6.93,584.36,0.87,0.99,-4.66,-4.16,2.46,3.87
118,9.13,9.03,0.11,9.13,9.09,8.97,0.11,9.09,1.38,0.48,1.38,0.55,6.07,10.69,5.52,461.38,0.92,0.88,-4.76,-4.48,2.81,2.75
119,9.34,8.99,0.35,9.34,9.12,9.04,0.09,9.12,0.49,1.03,1.03,0.65,5.04,9.82,5.54,478.12,0.82,0.92,-4.83,-3.87,1.95,3.59
120,8.71,9.00,0.28,9.00,8.65,8.87,0.22,8.87,1.06,1.04,1.06,0.92,6.55,10.84,5.27,428.57,0.92,0.84,-3.63,-4.81,3.78,2.08
121,8.89,8.95,0.06,8.95,8.92,9.02,0.10,9.02,1.12,1.42,1.42,0.84,5.95,10.68,5.62,472.45,0.97,0.85,-3.99,-4.77,4.01,2.27
122,9.47,9.11,0.36,9.47,8.97,9.03,0.06,9.03,1.05,1.11,1.11,0.83,5.20,10.32,5.90,512.20,0.72,0.99,-4.50,-3.76,1.61,4.38
123,9.15,8.22,0.93,9.15,8.79,8.76,0.03,8.79,0.61,1.50,1.50,0.69,5.17,10.88,6.49,571.17,0.87,0.98,-4.93,-3.67,2.24,4.27
124,9.07,9.26,0.19,9.26,8.98,9.03,0.06,9.03,0.34,0.91,0.91,0.89,6.78,11.53,5.77,474.99,0.94,0.84,-3.72,-5.03,4.03,2.08
125,8.85,8.68,0.17,8.85,8.81,8.70,0.11,8.81,0.58,1.63,1.63,0.74,5.43,10.03,5.41,460.02,0.93,0.92,-4.27,-4.69,3.05,2.55
126,8.98,9.48,0.50,9.48,8.60,9.02,0.42,9.02,1.01,0.57,1.01,0.86,6.05,10.51,5.37,446.26,0.92,0.71,-3.48,-4.26,3.95,1.64
127,8.80,9.07,0.27,9.07,8.77,8.95,0.18,8.95,0.89,1.08,1.08,0.73,7.21,11.73,5.60,451.87,0.92,0.96,-4.79,-5.24,2.86,2.75
128,9.48,9.35,0.13,9.48,9.18,9.18,0.00,9.18,0.64,1.11,1.11,0.69,6.17,10.97,5.72,479.70,0.92,0.86,-4.48,-4.52,3.19,2.54
129,9.16,8.90,0.26,9.16,8.86,8.93,0.06,8.93,1.08,1.15,1.15,0.82,6.75,11.69,5.95,494.15,0.90,0.94,-4.64,-4.95,2.80,2.77
130,9.09,8.70,0.39,9.09,8.79,8.73,0.06,8.79,1.25,1.42,1.42,0.68,9.18,15.48,7.68,629.95,0.94,0.94,-4.61,-3.47,2.96,4.13
131,8.91,9.26,0.35,9.26,8.54,9.23,0.69,9.23,0.60,0.30,0.60,0.78,5.58,9.24,4.49,365.61,0.84,0.87,-4.53,-4.78,2.31,2.34
132,8.62,8.86,0.24,8.86,8.76,9.02,0.26,9.02,1.72,0.93,1.72,0.68,7.87,12.35,5.66,448.08,0.91,0.87,-4.06,-5.18,3.32,1.99
133,9.07,9.26,0.19,9.26,8.85,9.16,0.30,9.16,1.49,0.50,1.49,0.74,5.52,10.12,5.43,460.53,0.95,0.87,-4.36,-5.14,3.45,2.17
134,8.94,8.62,0.31,8.94,8.79,8.81,0.02,8.81,2.02,1.11,2.02,0.58,6.24,11.30,6.00,506.06,0.86,0.93,-4.95,-3.87,2.06,3.69
135,8.93,8.69,0.24,8.93,8.86,8.65,0.20,8.86,1.17,1.32,1.32,0.75,8.44,13.11,5.93,466.33,0.89,0.93,-4.52,-4.28,2.76,3.22
136,8.63,9.23,0.59,9.23,8.84,9.26,0.42,9.26,0.94,1.02,1.02,0.82,6.96,12.98,7.06,601.77,0.99,0.93,-4.08,-4.67,3.97,2.96
137,9.55,9.30,0.24,9.55,9.05,9.15,0.11,9.15,0.74,0.77,0.77,0.90,6.04,9.16,4.02,311.59,0.80,0.87,-4.95,-4.76,1.82,2.51
138,8.99,8.71,0.28,8.99,8.72,8.72,0.00,8.72,0.61,0.44,0.61,0.61,6.74,12.05,6.31,530.33,0.84,1.01,-4.46,-3.89,2.23,4.10
139,9.38,9.27,0.11,9.38,9.08,9.28,0.20,9.28,0.74,0.60,0.74,0.80,5.41,8.57,3.97,315.75,0.81,0.85,-5.10,-4.74,1.80,2.52
140,9.11,9.14,0.04,9.14,8.99,8.90,0.08,8.99,0.44,1.51,1.51,0.72,6.24,9.99,4.68,374.21,0.82,0.86,-4.35,-4.61,2.31,2.44
141,8.89,8.77,0.12,8.89,8.87,8.94,0.07,8.94,2.49,2.10,2.49,0.60,7.01,12.95,7.00,594.84,0.93,0.98,-4.83,-4.25,2.78,3.75
142,8.75,9.55,0.81,9.55,8.90,9.08,0.18,9.08,0.76,1.28,1.28,0.70,8.27,13.27,6.25,500.74,0.95,0.86,-4.20,-5.05,3.61,2.23
143,9.01,9.17,0.17,9.17,8.95,9.04,0.09,9.04,0.75,1.08,1.08,0.84,5.88,11.37,6.37,548.81,0.96,0.87,-3.84,-4.58,3.96,2.57
144,8.99,9.24,0.25,9.24,8.81,9.20,0.39,9.20,0.85,1.01,1.01,0.85,6.49,11.15,5.63,465.91,0.86,0.94,-5.10,-4.05,2.15,3.89
145,8.79,9.24,0.45,9.24,8.89,9.05,0.15,9.05,0.74,0.95,0.95,0.79,5.02,9.66,5.39,463.75,0.94,0.83,-4.27,-4.11,3.40,2.83
146,8.49,8.92,0.43,8.92,8.61,8.99,0.38,8.99,1.08,1.21,1.21,0.80,6.09,11.34,6.16,524.94,0.91,0.92,-3.87,-4.97,3.41,2.47
147,9.07,8.84,0.23,9.07,8.95,8.84,0.11,8.95,0.54,0.91,0.91,0.74,4.43,9.96,6.20,553.60,0.87,0.95,-5.02,-3.43,2.26,4.35
