,CVaR0,CVaR1,$|CVaR_2 - CVaR_1|$,Max CVaR,VaR0,VaR1,$|VaR_2 - VaR_1|$,Max VaR,SemiVar0,SemiVar1,Max SemiVar,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,Payout Cost,s_1,s_2,p1,p2
48,8.73,8.27,0.46,8.73,9.06,8.48,0.58,9.06,1.92,2.20,2.20,0.65,6.05,11.50,6.36,545.31,4.75,4.99,3.37,2.99
49,8.91,8.66,0.25,8.91,8.81,8.89,0.08,8.89,1.43,2.12,2.12,0.76,7.59,12.71,6.25,511.51,4.88,5.13,3.05,3.03
50,8.66,8.83,0.17,8.83,9.09,8.81,0.28,9.09,2.64,3.47,3.47,0.60,7.16,13.80,7.71,664.10,4.35,4.32,3.61,3.61
51,8.72,8.52,0.20,8.72,8.95,9.08,0.14,9.08,1.13,2.68,2.68,0.77,8.14,12.93,6.01,479.19,6.23,4.75,2.16,3.40
52,8.87,8.87,0.00,8.87,9.28,9.01,0.27,9.28,1.27,0.81,1.27,0.78,8.51,13.17,5.93,465.87,4.40,6.37,3.98,2.10
53,8.76,8.86,0.11,8.86,8.80,8.90,0.10,8.90,1.29,0.88,1.29,0.72,4.49,8.74,4.92,424.29,5.30,5.49,2.72,2.54
54,9.00,8.58,0.42,9.00,9.20,8.55,0.65,9.20,1.22,0.94,1.22,0.70,6.71,9.70,3.99,298.68,6.07,6.39,2.19,1.86
55,8.83,9.36,0.53,9.36,8.70,9.30,0.60,9.30,0.51,1.00,1.00,0.83,5.30,9.16,4.66,386.07,5.03,6.34,3.16,2.26
56,9.32,8.89,0.43,9.32,9.20,9.10,0.10,9.20,1.12,1.13,1.13,0.56,5.30,9.84,5.33,453.36,4.86,6.31,3.52,2.23
57,9.03,8.80,0.22,9.03,9.09,8.87,0.22,9.09,0.49,0.92,0.92,0.81,7.20,11.80,5.68,459.76,4.72,5.17,3.47,3.03
58,9.10,8.50,0.59,9.10,9.11,8.62,0.49,9.11,0.51,2.37,2.37,0.73,7.45,12.77,6.44,532.19,5.55,4.37,2.79,3.60
59,8.73,8.71,0.02,8.73,8.95,9.00,0.05,9.00,0.81,2.10,2.10,0.95,8.51,14.42,7.18,590.30,4.70,4.68,3.50,3.50
60,8.58,9.01,0.43,9.01,8.78,8.92,0.13,8.92,1.49,1.38,1.49,0.94,7.77,11.86,5.26,409.14,4.58,6.20,3.40,2.02
61,8.62,8.75,0.13,8.75,8.66,8.99,0.34,8.99,1.08,1.88,1.88,0.81,8.47,13.46,6.25,498.07,4.73,5.59,3.38,2.75
62,8.80,9.14,0.34,9.14,9.08,9.10,0.02,9.10,0.84,1.06,1.06,0.85,8.34,13.63,6.54,529.26,4.47,5.03,3.50,3.04
63,8.70,9.44,0.75,9.44,8.59,9.10,0.51,9.10,1.33,0.93,1.33,0.77,6.85,11.56,5.74,470.97,4.25,6.30,3.74,2.04
64,8.46,8.95,0.49,8.95,8.89,9.15,0.25,9.15,1.74,1.44,1.74,0.85,6.46,11.31,5.82,484.90,4.20,6.39,3.81,2.22
65,8.66,8.96,0.30,8.96,8.78,9.01,0.24,9.01,2.34,2.23,2.34,0.59,9.73,15.85,7.58,611.63,4.24,5.78,3.94,2.37
66,8.63,8.85,0.21,8.85,8.77,8.87,0.10,8.87,1.90,0.92,1.90,0.57,7.51,13.75,7.37,624.24,4.62,4.42,3.42,3.70
67,8.63,9.24,0.61,9.24,8.97,9.30,0.33,9.30,2.17,1.39,2.17,0.63,7.97,13.34,6.56,536.49,5.30,5.39,2.80,3.10
68,8.73,8.79,0.06,8.79,8.98,8.89,0.09,8.98,1.18,1.85,1.85,0.89,8.10,13.24,6.35,513.95,4.77,5.32,3.26,2.88
69,8.70,8.12,0.58,8.70,8.87,8.67,0.19,8.87,1.52,2.08,2.08,0.60,7.70,12.67,6.12,496.70,6.15,4.35,2.10,3.70
70,8.77,8.86,0.09,8.86,9.12,8.84,0.29,9.12,1.39,0.72,1.39,0.71,7.90,11.47,4.76,357.06,6.29,6.09,2.19,2.27
71,8.97,8.36,0.61,8.97,9.08,8.83,0.24,9.08,1.47,2.00,2.00,0.75,7.37,13.59,7.32,621.71,4.77,4.31,3.23,3.80
72,8.70,9.56,0.86,9.56,9.04,9.01,0.03,9.04,1.62,1.47,1.62,0.66,6.92,11.37,5.49,445.10,4.60,6.38,3.38,2.02
73,8.65,8.56,0.09,8.65,8.88,9.05,0.17,9.05,1.40,1.62,1.62,0.91,8.01,13.75,6.93,573.24,4.34,5.62,3.78,2.67
74,9.16,8.97,0.20,9.16,9.15,8.98,0.18,9.15,1.12,1.51,1.51,0.93,6.31,11.49,6.13,518.52,5.57,4.64,2.67,3.64
75,8.82,8.95,0.13,8.95,8.86,8.96,0.09,8.96,0.73,1.67,1.67,0.76,6.14,11.46,6.24,532.22,4.25,5.73,3.73,2.62
76,9.18,9.11,0.07,9.18,9.30,9.31,0.01,9.31,1.07,1.52,1.52,0.74,6.71,11.10,5.40,439.66,6.07,4.48,2.50,3.68
77,9.22,9.34,0.12,9.34,9.21,9.21,0.01,9.21,1.41,0.49,1.41,0.65,6.59,11.06,5.45,446.07,5.35,6.36,3.16,2.22
78,8.87,8.32,0.54,8.87,8.85,8.55,0.30,8.85,1.32,2.58,2.58,0.48,9.02,15.37,7.71,635.28,4.97,4.30,3.04,3.67
79,8.97,9.18,0.20,9.18,8.79,9.31,0.52,9.31,0.83,1.17,1.17,0.90,5.47,9.66,5.02,419.60,4.40,6.36,3.79,2.24
80,8.91,9.18,0.27,9.18,9.07,9.29,0.22,9.29,1.62,1.01,1.62,0.85,7.08,11.07,5.05,398.93,4.51,6.54,3.72,2.01
81,9.06,8.92,0.14,9.06,9.23,8.91,0.33,9.23,0.81,0.73,0.81,0.83,7.75,10.80,4.22,305.37,5.95,5.95,2.33,2.23
82,9.00,8.69,0.31,9.00,9.13,8.82,0.30,9.13,0.71,1.77,1.77,0.83,11.27,15.27,5.69,400.27,6.30,5.49,2.09,2.66
83,8.93,8.48,0.45,8.93,8.91,8.87,0.04,8.91,0.85,1.96,1.96,0.83,5.89,10.29,5.28,440.00,6.44,4.68,1.95,3.50
84,8.36,8.50,0.14,8.50,8.75,8.75,0.01,8.75,1.76,0.96,1.76,0.74,6.00,10.93,5.83,492.87,4.76,5.51,3.36,2.69
85,8.64,8.89,0.25,8.89,8.97,9.04,0.07,9.04,1.62,1.35,1.62,0.74,7.38,12.06,5.79,468.65,4.78,6.00,3.35,2.33
86,8.97,8.71,0.26,8.97,9.11,8.97,0.14,9.11,1.83,1.69,1.83,0.56,7.12,13.17,7.12,605.32,5.29,4.20,3.04,4.01
87,8.98,8.40,0.58,8.98,8.99,8.81,0.18,8.99,1.00,2.38,2.38,0.73,5.32,10.93,6.41,561.13,4.67,4.96,3.51,3.26
88,9.33,8.33,1.00,9.33,9.01,8.89,0.12,9.01,0.47,2.03,2.03,0.81,7.77,12.63,6.03,486.10,6.26,4.33,2.10,3.73
89,8.78,8.55,0.23,8.78,8.79,8.80,0.01,8.80,1.84,1.55,1.84,0.71,8.50,14.63,7.40,612.87,4.73,4.56,3.43,3.62
90,8.78,8.90,0.12,8.90,8.95,8.85,0.09,8.95,2.24,0.98,2.24,0.84,7.87,12.10,5.41,423.44,5.17,5.50,3.18,2.74
91,9.10,8.84,0.26,9.10,9.25,9.02,0.24,9.25,1.08,1.25,1.25,0.80,8.65,13.41,6.06,475.83,6.28,4.60,2.17,3.56
92,8.72,8.68,0.04,8.72,8.93,9.00,0.08,9.00,1.90,1.83,1.90,0.79,8.07,13.06,6.20,498.98,5.77,4.83,2.49,3.15
93,8.94,9.02,0.08,9.02,9.24,9.14,0.11,9.24,0.62,1.80,1.80,0.88,7.06,10.92,4.92,386.62,6.26,5.23,2.30,3.04
94,8.60,8.54,0.06,8.60,8.67,8.90,0.23,8.90,1.33,1.92,1.92,0.78,5.01,11.38,7.12,636.59,4.57,4.41,3.44,3.63
95,8.74,9.29,0.56,9.29,9.02,9.42,0.40,9.42,0.81,0.95,0.95,0.84,5.07,9.57,5.25,449.19,4.48,6.24,3.52,2.27
96,8.43,9.05,0.62,9.05,8.78,8.83,0.05,8.83,2.16,1.02,2.16,0.62,6.83,13.19,7.38,635.90,4.18,4.50,3.67,3.56
97,8.86,8.49,0.37,8.86,8.95,8.51,0.44,8.95,1.62,0.75,1.62,0.71,6.38,11.67,6.25,528.77,4.62,4.93,3.59,3.22
98,9.32,8.81,0.51,9.32,9.17,8.93,0.24,9.17,1.32,0.74,1.32,0.78,7.07,12.84,6.83,576.65,4.97,4.47,3.29,3.69
99,8.59,9.17,0.59,9.17,8.83,9.05,0.22,9.05,2.39,1.22,2.39,0.73,7.05,12.94,6.94,588.58,4.50,4.80,3.66,3.58
100,8.86,8.69,0.17,8.86,8.82,8.78,0.04,8.82,0.69,1.60,1.60,0.80,6.59,12.65,7.05,605.74,4.62,4.35,3.57,3.82
101,8.77,9.40,0.63,9.40,8.90,9.37,0.47,9.37,1.18,1.06,1.18,0.81,6.01,8.87,3.76,286.22,6.19,6.35,2.20,2.16
102,9.02,8.95,0.07,9.02,9.32,9.10,0.22,9.32,1.92,1.97,1.97,0.70,7.48,12.55,6.19,506.85,4.72,6.17,3.64,2.32
103,8.62,9.09,0.47,9.09,8.68,8.96,0.28,8.96,0.98,0.98,0.98,0.97,7.97,12.99,6.21,501.94,5.55,4.53,2.69,3.67
104,8.67,8.78,0.11,8.78,9.05,8.95,0.09,9.05,1.79,2.67,2.67,0.81,8.80,14.40,6.92,560.34,4.80,4.75,3.38,3.39
105,8.90,8.62,0.28,8.90,9.12,8.86,0.27,9.12,1.26,3.94,3.94,0.75,8.47,14.58,7.38,611.04,4.27,4.90,3.87,3.14
106,8.45,8.72,0.27,8.72,8.75,8.80,0.05,8.80,1.19,0.59,1.19,0.87,7.60,12.08,5.62,447.75,4.36,6.21,3.57,2.18
107,8.11,8.89,0.78,8.89,8.65,9.01,0.37,9.01,2.75,1.26,2.75,0.55,5.58,10.74,5.99,515.51,4.22,6.24,3.72,2.11
108,9.00,8.70,0.29,9.00,8.76,8.94,0.18,8.94,1.29,2.73,2.73,0.82,8.14,12.97,6.05,483.18,5.28,5.28,3.05,2.82
109,9.12,8.00,1.12,9.12,8.85,8.50,0.35,8.85,1.52,3.08,3.08,0.74,9.21,15.59,7.76,637.51,4.26,4.25,3.76,3.48
110,9.14,8.84,0.30,9.14,9.14,8.88,0.26,9.14,1.14,1.48,1.48,0.71,5.62,10.26,5.49,464.74,6.42,4.58,2.05,3.47
111,8.67,8.57,0.09,8.67,8.62,9.05,0.43,9.05,1.04,2.00,2.00,0.84,6.71,12.91,7.20,619.44,4.53,4.52,3.44,3.75
112,8.84,8.35,0.49,8.84,8.97,8.87,0.10,8.97,0.80,1.80,1.80,0.91,5.16,10.99,6.61,583.25,4.76,4.44,3.63,3.59
113,9.48,8.86,0.63,9.48,9.32,9.07,0.25,9.32,0.81,1.53,1.53,0.73,5.67,9.94,5.12,426.74,6.58,4.96,2.17,3.42
114,9.06,8.81,0.24,9.06,9.04,8.98,0.06,9.04,1.19,0.72,1.19,0.79,7.07,12.72,6.71,564.42,4.53,4.51,3.51,3.74
115,8.85,9.19,0.34,9.19,9.03,9.03,0.00,9.03,0.97,1.43,1.43,0.67,8.12,14.15,7.25,602.87,4.35,4.83,3.79,3.14
116,8.54,9.11,0.57,9.11,8.61,9.00,0.39,9.00,1.78,0.50,1.78,0.48,7.15,12.32,6.25,517.67,4.27,5.95,3.72,2.39
117,8.80,8.85,0.04,8.85,9.05,9.07,0.02,9.07,1.98,2.30,2.30,0.83,7.84,13.70,7.04,586.00,5.37,4.52,2.77,3.64
118,9.20,8.74,0.46,9.20,9.19,8.91,0.28,9.19,1.30,0.72,1.30,0.57,6.48,11.06,5.55,458.04,6.36,4.65,2.12,3.50
119,8.86,9.20,0.34,9.20,8.98,9.25,0.27,9.25,1.24,0.97,1.24,0.70,5.51,10.26,5.58,475.85,4.63,6.21,3.38,2.23
120,8.90,8.51,0.40,8.90,8.92,8.96,0.04,8.96,1.01,1.55,1.55,0.93,7.18,11.52,5.42,434.59,6.16,4.18,2.23,3.73
121,8.96,8.48,0.48,8.96,9.08,8.93,0.15,9.08,1.10,2.23,2.23,0.89,6.73,12.11,6.39,538.43,4.98,4.41,3.38,3.67
122,8.71,9.08,0.37,9.08,8.94,9.10,0.16,9.10,1.81,0.91,1.81,0.87,5.94,11.08,6.03,513.43,5.73,4.79,2.54,3.55
123,8.82,8.24,0.57,8.82,8.82,8.77,0.05,8.82,0.59,1.48,1.48,0.67,5.55,11.85,7.14,630.79,4.59,4.51,3.51,3.69
124,9.06,8.78,0.29,9.06,9.15,8.92,0.23,9.15,0.31,1.64,1.64,0.91,7.53,12.91,6.51,538.14,4.88,4.88,3.47,3.40
125,8.95,8.42,0.53,8.95,8.91,8.58,0.33,8.91,0.60,2.24,2.24,0.73,5.68,10.30,5.47,462.25,6.01,4.20,2.09,3.53
126,8.95,8.67,0.28,8.95,8.72,8.72,0.00,8.72,1.10,0.97,1.10,0.92,7.25,13.25,7.09,599.91,4.60,4.25,3.62,3.69
127,8.53,9.22,0.69,9.22,8.63,9.12,0.49,9.12,1.37,1.09,1.37,0.74,7.46,12.14,5.80,468.09,4.49,6.55,3.71,1.99
128,9.65,9.02,0.63,9.65,9.41,9.06,0.35,9.41,0.56,1.74,1.74,0.71,6.62,11.53,5.90,490.54,6.50,4.35,2.16,3.74
129,8.87,8.97,0.10,8.97,8.94,9.10,0.16,9.10,1.72,1.11,1.72,0.78,7.09,12.08,6.05,498.33,4.68,6.33,3.51,2.10
130,8.94,8.51,0.43,8.94,8.82,8.67,0.15,8.82,1.55,1.90,1.90,0.68,9.48,16.00,7.94,651.75,4.21,4.59,3.77,3.54
131,8.70,9.13,0.42,9.13,8.65,9.28,0.62,9.28,0.75,0.40,0.75,0.81,6.35,9.87,4.47,351.82,5.94,5.91,2.31,2.37
132,8.69,8.41,0.28,8.69,9.08,8.81,0.27,9.08,1.65,1.83,1.83,0.73,8.83,13.23,5.72,439.40,5.93,5.11,2.43,2.95
133,9.25,8.79,0.46,9.25,8.95,8.97,0.03,8.97,1.45,1.01,1.45,0.80,6.10,10.80,5.61,469.64,6.49,4.48,2.04,3.66
134,8.67,8.51,0.16,8.67,8.78,8.84,0.05,8.84,2.79,1.34,2.79,0.58,7.05,12.29,6.30,524.27,6.00,4.34,2.19,3.81
135,8.65,8.86,0.21,8.86,8.95,8.76,0.19,8.95,1.84,1.41,1.84,0.77,9.04,13.66,5.97,461.72,4.24,6.13,3.81,2.24
136,8.69,8.99,0.30,8.99,8.93,9.22,0.29,9.22,0.89,1.38,1.38,0.84,7.21,13.28,7.15,606.67,4.90,4.44,3.31,3.68
137,9.18,9.19,0.01,9.19,9.10,9.21,0.11,9.21,1.15,0.95,1.15,0.89,6.88,9.95,4.10,307.22,6.06,6.45,2.30,2.13
138,8.54,8.81,0.27,8.81,8.57,8.77,0.19,8.77,1.20,0.40,1.20,0.64,7.36,12.64,6.38,528.08,4.53,4.91,3.25,3.08
139,9.02,9.25,0.23,9.25,9.07,9.49,0.42,9.49,1.19,0.79,1.19,0.84,6.24,9.33,4.02,308.67,6.29,6.55,2.20,2.20
140,8.81,9.00,0.19,9.00,9.05,9.02,0.03,9.05,0.87,1.87,1.87,0.76,7.26,10.95,4.77,368.33,5.51,6.15,2.62,2.22
141,8.74,8.76,0.02,8.76,8.82,9.00,0.18,9.00,3.17,1.94,3.17,0.62,7.27,13.27,7.08,599.15,4.60,5.18,3.51,3.06
142,8.67,9.39,0.72,9.39,8.96,9.10,0.14,9.10,0.88,1.73,1.73,0.74,8.51,13.56,6.32,504.64,4.41,6.43,3.81,2.13
143,9.08,8.78,0.30,9.08,9.06,8.90,0.15,9.06,0.77,1.75,1.75,0.87,6.12,11.91,6.71,578.72,5.24,4.26,3.08,3.81
144,8.66,9.19,0.53,9.19,8.86,9.31,0.45,9.31,1.23,1.15,1.23,0.85,7.39,12.25,5.96,485.37,5.65,4.85,2.68,3.66
145,8.82,8.88,0.06,8.88,9.05,9.08,0.03,9.08,0.75,1.22,1.22,0.80,5.55,10.24,5.53,469.37,5.67,4.54,2.62,3.66
146,8.50,8.67,0.17,8.67,8.95,8.94,0.01,8.95,1.20,1.62,1.62,0.78,6.61,11.75,6.13,513.70,5.61,4.69,2.60,3.32
147,8.64,8.77,0.13,8.77,8.74,8.89,0.15,8.89,0.94,1.04,1.04,0.71,4.94,11.41,7.21,646.56,4.31,4.52,3.76,3.70
148,8.66,9.04,0.38,9.04,8.73,9.13,0.40,9.13,1.22,1.54,1.54,0.72,8.55,14.73,7.46,618.27,4.39,4.76,3.63,3.55
149,9.25,8.61,0.65,9.25,9.21,9.26,0.05,9.26,1.17,1.59,1.59,0.85,7.99,10.96,4.17,296.73,6.16,6.38,2.37,2.18
150,9.07,8.72,0.35,9.07,8.97,8.79,0.18,8.97,1.30,1.52,1.52,0.80,7.48,11.26,4.90,378.11,5.81,5.72,2.54,2.42
151,9.18,9.20,0.02,9.20,8.78,9.13,0.36,9.13,1.46,0.63,1.46,0.75,6.41,12.03,6.58,562.15,4.40,4.90,3.60,3.30
152,8.98,8.67,0.31,8.98,8.99,8.76,0.23,8.99,0.64,2.85,2.85,0.78,5.48,10.39,5.73,490.77,6.07,4.36,2.28,3.55
153,8.70,8.74,0.04,8.74,9.03,8.98,0.05,9.03,1.79,1.42,1.79,0.72,7.35,12.25,6.01,490.28,6.14,4.82,2.23,3.53
154,8.36,8.70,0.34,8.70,8.79,9.23,0.43,9.23,2.73,1.21,2.73,0.58,8.57,13.13,5.85,456.21,5.98,4.56,2.12,3.68
155,8.99,8.92,0.08,8.99,9.17,8.86,0.30,9.17,1.26,0.90,1.26,0.77,6.03,11.03,5.91,500.27,5.89,4.44,2.45,3.36
156,9.30,8.56,0.75,9.30,8.83,8.93,0.10,8.93,0.98,1.71,1.71,0.88,6.51,10.45,4.92,394.15,6.56,4.98,1.99,3.25
157,8.58,8.98,0.40,8.98,8.91,8.93,0.02,8.93,2.29,1.23,2.29,0.69,7.44,12.53,6.21,509.74,4.14,6.30,3.96,1.97
158,8.93,8.61,0.32,8.93,9.16,8.77,0.40,9.16,2.09,0.89,2.09,0.55,7.10,13.30,7.26,619.64,4.74,4.52,3.39,3.74
159,9.10,8.84,0.27,9.10,9.30,8.86,0.44,9.30,1.01,0.74,1.01,0.65,5.35,9.59,5.04,423.88,6.15,5.27,2.29,2.77
160,8.56,8.76,0.20,8.76,8.71,8.97,0.25,8.97,1.94,1.61,1.94,0.60,8.50,14.52,7.29,601.48,4.30,4.66,3.53,3.57
161,8.76,8.80,0.04,8.80,8.86,8.65,0.21,8.86,1.60,1.35,1.60,0.65,7.76,11.65,5.05,388.96,5.55,6.30,2.58,2.04
162,8.85,8.80,0.05,8.85,9.04,8.82,0.22,9.04,1.20,1.99,1.99,0.77,8.50,14.80,7.58,630.07,4.46,4.88,3.89,3.40
163,9.04,8.31,0.73,9.04,9.03,8.85,0.18,9.03,1.43,3.37,3.37,0.77,6.81,12.02,6.23,520.56,6.30,4.29,2.19,3.73
164,8.94,8.82,0.12,8.94,9.26,9.05,0.21,9.26,0.99,1.05,1.05,0.83,6.06,10.10,4.94,403.52,5.53,5.66,2.75,2.91
165,8.60,8.84,0.24,8.84,8.95,9.15,0.20,9.15,2.24,1.30,2.24,0.70,7.85,13.41,6.74,555.84,6.00,4.11,2.39,4.03
166,8.87,9.01,0.14,9.01,8.83,9.08,0.26,9.08,1.93,0.94,1.93,0.75,5.86,11.59,6.61,572.80,4.47,4.97,3.64,3.22
