Name,Longitude,Latitude,Elevation (ft),Date,ppt (inches),tmin (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
17031,-87.8168,41.8401,616,2016-11,1.85,40,56.3,36.7,1.53,7.78
17031,-87.8168,41.8401,616,2016-12,1.66,21,32.9,17.4,0.75,2.47
17031,-87.8168,41.8401,616,2017-01,2.99,23.2,35.6,20.9,0.57,2.32
17031,-87.8168,41.8401,616,2017-02,1.52,29.2,46.7,24,1.14,6.15
17031,-87.8168,41.8401,616,2017-03,5.3,31.4,47.4,26.2,1.16,5.8
17031,-87.8168,41.8401,616,2017-04,5.66,44.1,63.7,39,1.84,12.09
17031,-87.8168,41.8401,616,2017-05,5.26,49,67.3,44.6,1.83,12.77
17031,-87.8168,41.8401,616,2017-06,2.57,62.4,83,53.8,4.37,24.62
17031,-87.8168,41.8401,616,2017-07,4.64,66.6,83.5,61.4,3.2,19.56
17031,-87.8168,41.8401,616,2017-08,2.61,63,81.5,57.6,2.84,20.71
17031,-87.8168,41.8401,616,2017-09,0.66,60.1,80.5,53.9,3.3,21.67
17031,-87.8168,41.8401,616,2017-10,11.64,50.7,66.1,44.5,1.87,11.7
17031,-87.8168,41.8401,616,2017-11,2.54,32.2,47.1,28.1,1.08,4.9
17031,-87.8168,41.8401,616,2017-12,0.47,22,35.5,16.2,0.94,4.24
17031,-87.8168,41.8401,616,2018-01,1.23,16.4,31.8,15,0.56,2.54
17031,-87.8168,41.8401,616,2018-02,4.8,20.6,37.8,19.6,0.59,3.26
17031,-87.8168,41.8401,616,2018-03,1.64,29.8,45.3,22.8,1.1,5.97
17031,-87.8168,41.8401,616,2018-04,2.3,33,50.2,25.5,1.54,8.24
17031,-87.8168,41.8401,616,2018-05,5.72,57,76.9,51,3.29,18.75
17031,-87.8168,41.8401,616,2018-06,7.73,63,81.3,60.1,1.9,16.95
17031,-87.8168,41.8401,616,2018-07,2.02,67.5,86.3,61,3.6,24.72
17031,-87.8168,41.8401,616,2018-08,4.61,67.8,85.8,62.8,2.73,23.27
17031,-87.8168,41.8401,616,2018-09,3.8,60.6,79.1,56.4,2.51,18.39
17031,-87.8168,41.8401,616,2018-10,6.33,44.9,61.4,41.1,1.53,8.98
17031,-87.8168,41.8401,616,2018-11,2.78,30.1,40.9,25.7,0.95,3.73
17031,-87.8168,41.8401,616,2018-12,2.25,27,40.6,25.3,0.6,3.19
17031,-87.8168,41.8401,616,2019-01,2.94,17.2,30.3,14.5,0.58,2.19
17031,-87.8168,41.8401,616,2019-02,2.82,17.9,33.6,18.1,0.49,2.15
17031,-87.8168,41.8401,616,2019-03,2.68,26.4,43.3,21.3,0.89,5.39
17031,-87.8168,41.8401,616,2019-04,5.54,40.2,59.5,35.3,1.66,10.74
17031,-87.8168,41.8401,616,2019-05,9.67,48.9,67.8,47.9,1.17,11.34
17031,-87.8168,41.8401,616,2019-06,3.82,59.3,79.3,56.2,2.29,18.21
17031,-87.8168,41.8401,616,2019-07,5.26,68.9,88.2,64.1,3.52,24.39
17031,-87.8168,41.8401,616,2019-08,3.48,65.7,82.1,60.1,3.17,19.61
17031,-87.8168,41.8401,616,2019-09,6.84,62.4,78,60,2.12,14.63
17031,-87.8168,41.8401,616,2019-10,6.33,45.4,61.6,42.6,1.47,9.19
17031,-87.8168,41.8401,616,2019-11,2.08,28.5,42.4,26.2,0.83,4
17031,-87.8168,41.8401,616,2019-12,1.84,27.6,42.5,27,0.7,3.77
17031,-87.8168,41.8401,616,2020-01,3.46,25.3,36.6,23.5,0.6,2.44
17031,-87.8168,41.8401,616,2020-02,1.24,23.3,36.5,19.4,0.85,3.55
17031,-87.8168,41.8401,616,2020-03,3.07,33.8,49.3,31.1,0.89,5.68
17031,-87.8168,41.8401,616,2020-04,5.61,38.1,57.4,34,1.02,9.9
17031,-87.8168,41.8401,616,2020-05,8.41,50.8,67.8,46.2,1.85,12.84
17031,-87.8168,41.8401,616,2020-06,3.76,63.7,83.9,56.5,3.71,24.41
17031,-87.8168,41.8401,616,2020-07,2.19,70.3,87.4,64.2,3.94,24.63
17031,-87.8168,41.8401,616,2020-08,1.16,67.1,84.9,59.4,4.29,25.4
17031,-87.8168,41.8401,616,2020-09,3.47,58,75.5,52.8,2.67,16.69
17031,-87.8168,41.8401,616,2020-10,4.07,42.7,60.5,37.6,2.12,10.81
17031,-87.8168,41.8401,616,2020-11,1.86,38.3,56,33.9,2.12,8.88
17031,-87.8168,41.8401,616,2020-12,2.81,26.5,39.5,22.9,1.1,3.78
17031,-87.8168,41.8401,616,2021-01,2.19,24.1,33.6,22.5,0.73,2.21
17031,-87.8168,41.8401,616,2021-02,2.01,12.3,27,12.1,0.51,2.42
17031,-87.8168,41.8401,616,2021-03,1.51,35.1,52.6,30.6,1.53,8.27
17031,-87.8168,41.8401,616,2021-04,1.24,42.4,60.2,35.9,2.09,11.37
17031,-87.8168,41.8401,616,2021-05,2.83,51.8,68.7,44.6,2.57,15.22
17031,-87.8168,41.8401,616,2021-06,8.02,66.4,83.1,59.3,3.68,21.88
17031,-87.8168,41.8401,616,2021-07,2.55,67.6,82.6,63.4,3.45,19.09
17031,-87.8168,41.8401,616,2021-08,3.05,68.9,85.6,64.6,2.82,21.67
17031,-87.8168,41.8401,616,2021-09,1.35,61.2,79.9,55.6,2.95,20.89
17031,-87.8168,41.8401,616,2021-10,6.48,53.1,67.1,50.8,2.16,10.77
17031,-87.8168,41.8401,616,2021-11,0.79,32.1,48,28.5,1.51,5.89
17031,-87.8168,41.8401,616,2021-12,2.43,30.4,45.2,28.5,1.09,5
17031,-87.8168,41.8401,616,2022-01,1.12,13,28.4,12.8,0.66,2.15
17031,-87.8168,41.8401,616,2022-02,3.44,19.2,34.4,18.5,0.83,2.92
17031,-87.8168,41.8401,616,2022-03,4.26,32,48.8,29.3,1.3,6.54
17031,-87.8168,41.8401,616,2022-04,3.59,39.6,54.5,35.7,1.92,7.97
17031,-87.8168,41.8401,616,2022-05,4.42,55.6,72,50.6,3.49,16.05
17031,-87.8168,41.8401,616,2022-06,2.28,64.2,83,55.5,5.6,25.1
17031,-87.8168,41.8401,616,2022-07,5.76,68.7,84.4,62.7,4.82,21.63
17031,-87.8168,41.8401,616,2022-08,1.96,67.3,83,63,3.92,19.19
17031,-87.8168,41.8401,616,2022-09,3.36,60.4,76.9,56.4,3.37,17.17
17031,-87.8168,41.8401,616,2022-10,2.13,45,63.9,40,2.59,12.66
17031,-87.8168,41.8401,616,2022-11,1.16,35.3,51.6,31.9,1.79,7.73
17031,-87.8168,41.8401,616,2022-12,2.39,22.2,34.7,22,0.71,2.51
,,,,,,,,,,
29189,-90.4434,38.6407,605,2014-01,2.09,15.1,36.9,12.4,0.72,4.64
29189,-90.4434,38.6407,605,2014-02,1.7,17.4,35.2,14.3,0.77,4.19
29189,-90.4434,38.6407,605,2014-03,1.67,27.9,52.4,24,1.15,10.08
29189,-90.4434,38.6407,605,2014-04,7.48,49.1,67.7,40.5,2.94,14.62
29189,-90.4434,38.6407,605,2014-05,2.83,58.6,77.1,52.7,3.11,18.4
29189,-90.4434,38.6407,605,2014-06,5.16,68.3,84.2,64.3,2.78,18.64
29189,-90.4434,38.6407,605,2014-07,0.87,65.2,85.3,60.2,3.22,23.36
29189,-90.4434,38.6407,605,2014-08,5.15,70.6,87.4,66.6,2.41,21.46
29189,-90.4434,38.6407,605,2014-09,3.61,60.3,79.4,56.6,2.25,18.39
29189,-90.4434,38.6407,605,2014-10,5.35,50.9,68.7,47.3,1.64,12.66
29189,-90.4434,38.6407,605,2014-11,2.79,30.6,47.3,26.5,1.17,6.13
29189,-90.4434,38.6407,605,2014-12,3.23,33,45.1,30.3,0.88,3.71
29189,-90.4434,38.6407,605,2015-01,1.06,22.9,41,19.6,0.8,4.76
29189,-90.4434,38.6407,605,2015-02,1.39,16.7,36.3,13.8,0.79,4.39
29189,-90.4434,38.6407,605,2015-03,3.67,34.3,54.6,30.6,1.31,9.26
29189,-90.4434,38.6407,605,2015-04,5.29,49.8,69.2,42,2.46,14.46
29189,-90.4434,38.6407,605,2015-05,4.68,60,77.7,53.6,3.34,17.73
29189,-90.4434,38.6407,605,2015-06,11.07,68.4,83,65.1,2.57,16.59
29189,-90.4434,38.6407,605,2015-07,4.87,71,86.8,67.5,3.13,19.26
29189,-90.4434,38.6407,605,2015-08,3.5,67.5,85,63.2,2.76,20.87
29189,-90.4434,38.6407,605,2015-09,2.07,64.6,84,59.6,3.5,22.15
29189,-90.4434,38.6407,605,2015-10,1.31,50.7,70,43.6,2.82,14.9
29189,-90.4434,38.6407,605,2015-11,6.97,41.3,59.8,37.6,1.46,9.33
29189,-90.4434,38.6407,605,2015-12,11.4,36.9,52.6,35.4,1.01,5.73
29189,-90.4434,38.6407,605,2016-01,0.87,23.6,40.5,20.7,0.94,4.51
29189,-90.4434,38.6407,605,2016-02,1.08,30.1,48,25.2,1.21,7.29
29189,-90.4434,38.6407,605,2016-03,2.33,42.7,61.3,37.4,1.75,10.48
29189,-90.4434,38.6407,605,2016-04,4.53,49.3,69.4,42.4,2.49,14.81
29189,-90.4434,38.6407,605,2016-05,5.5,56.6,74.8,51.2,2.24,16.65
29189,-90.4434,38.6407,605,2016-06,1.99,71,89.1,63,5.11,27.49
29189,-90.4434,38.6407,605,2016-07,6.98,71.5,88.3,68.7,2.63,20.95
29189,-90.4434,38.6407,605,2016-08,6.37,71.6,87,68.2,2.78,19.7
29189,-90.4434,38.6407,605,2016-09,6.27,65.9,84.3,61.5,3.04,21.23
29189,-90.4434,38.6407,605,2016-10,2.59,55.8,73.9,51.9,2.83,14.53
29189,-90.4434,38.6407,605,2016-11,2.88,43.1,61.8,39,1.92,10.38
29189,-90.4434,38.6407,605,2016-12,1.24,26,42.1,21.7,1.03,4.51
29189,-90.4434,38.6407,605,2017-01,1.79,29,44.5,27.9,0.74,4.1
29189,-90.4434,38.6407,605,2017-02,0.39,35.3,57.5,30.1,1.64,10.28
29189,-90.4434,38.6407,605,2017-03,4,38.8,58.8,33.5,1.61,10
29189,-90.4434,38.6407,605,2017-04,9.17,51.9,70.8,46.6,2.77,14.65
29189,-90.4434,38.6407,605,2017-05,6.55,58.2,76.5,52.7,2.66,18.36
29189,-90.4434,38.6407,605,2017-06,2.36,67.4,86,59.2,4.42,24.82
29189,-90.4434,38.6407,605,2017-07,2.2,72.7,92.1,66.6,4.35,30.22
29189,-90.4434,38.6407,605,2017-08,3.35,67,84.6,61.8,2.56,21.45
29189,-90.4434,38.6407,605,2017-09,0.71,62,83.9,56.9,2.18,24.13
29189,-90.4434,38.6407,605,2017-10,2.7,53.8,71.4,47.4,2.27,14.1
29189,-90.4434,38.6407,605,2017-11,0.94,36.6,58.1,32.9,1.2,8.82
29189,-90.4434,38.6407,605,2017-12,0.81,27.1,44.9,21.5,1.14,6.41
29189,-90.4434,38.6407,605,2018-01,1.29,18.3,38.8,17.2,0.48,5.05
29189,-90.4434,38.6407,605,2018-02,5.77,26.4,48.1,27.2,0.44,6.28
29189,-90.4434,38.6407,605,2018-03,6.31,34.8,51.1,31.6,0.69,6.14
29189,-90.4434,38.6407,605,2018-04,2.19,39.1,60.1,33.9,1.76,10.78
29189,-90.4434,38.6407,605,2018-05,3.42,65.1,84.6,59.6,2.99,22.32
29189,-90.4434,38.6407,605,2018-06,5.35,70.3,88.8,65.8,3,23.64
29189,-90.4434,38.6407,605,2018-07,1.55,70.2,89.7,66.4,2.29,25.66
29189,-90.4434,38.6407,605,2018-08,5.46,69.7,87.4,66.3,2.21,22.35
29189,-90.4434,38.6407,605,2018-09,2.98,65.3,83.9,62.5,1.48,20.04
29189,-90.4434,38.6407,605,2018-10,2.29,50.1,68.8,47.2,1.11,13.06
29189,-90.4434,38.6407,605,2018-11,3.48,31.1,46.2,30.5,0.42,4.47
29189,-90.4434,38.6407,605,2018-12,3.9,30,46.7,29.4,0.48,4.81
29189,-90.4434,38.6407,605,2019-01,3.62,23.7,39.3,22.9,0.46,3.44
29189,-90.4434,38.6407,605,2019-02,3.65,25,42.8,26,0.37,3.85
29189,-90.4434,38.6407,605,2019-03,5.96,32.2,51.3,27.8,0.98,7.52
29189,-90.4434,38.6407,605,2019-04,4.2,47.2,67.9,43.9,1.66,13.98
29189,-90.4434,38.6407,605,2019-05,8.7,58.6,76.7,57,1.66,15.95
29189,-90.4434,38.6407,605,2019-06,6.56,65.9,82.1,62.1,2.56,17.9
29189,-90.4434,38.6407,605,2019-07,6.97,71.7,88.9,68.2,3.24,23.11
29189,-90.4434,38.6407,605,2019-08,7.83,68.9,85.8,66.1,2.67,19.82
29189,-90.4434,38.6407,605,2019-09,1.58,67.4,86.2,64.8,2.87,21.21
29189,-90.4434,38.6407,605,2019-10,3.83,48.2,66.7,45.9,1.79,12.73
29189,-90.4434,38.6407,605,2019-11,3.21,31,50,30,0.79,6.78
29189,-90.4434,38.6407,605,2019-12,2.2,28.8,49.7,30.4,0.51,6.2
29189,-90.4434,38.6407,605,2020-01,6.95,28.3,42.3,27.5,0.59,3.6
29189,-90.4434,38.6407,605,2020-02,2.65,28.3,44.5,26.9,0.7,5.1
29189,-90.4434,38.6407,605,2020-03,3.83,39.9,57.6,38.1,1.07,8.5
29189,-90.4434,38.6407,605,2020-04,4.46,43.5,64.5,39.8,1.6,12.79
29189,-90.4434,38.6407,605,2020-05,4.8,55.4,72.5,53,1.48,13.75
29189,-90.4434,38.6407,605,2020-06,2.22,68.2,87.1,61.7,4.32,25.19
29189,-90.4434,38.6407,605,2020-07,6.97,72.5,90.4,69.8,2.72,23.8
29189,-90.4434,38.6407,605,2020-08,5.45,67.8,85.5,65.4,2.82,20.14
29189,-90.4434,38.6407,605,2020-09,1.09,60.7,80.5,58.9,1.95,17.63
29189,-90.4434,38.6407,605,2020-10,3.69,46.3,66,43.9,1.52,13.22
29189,-90.4434,38.6407,605,2020-11,4.05,40.5,62,37.6,1.52,11.33
29189,-90.4434,38.6407,605,2020-12,1.43,28.6,47,27.1,0.97,5.81
29189,-90.4434,38.6407,605,2021-01,4.1,28.7,40.3,27.1,0.81,3.56
29189,-90.4434,38.6407,605,2021-02,1.73,18.6,33.6,17.8,0.75,3.85
29189,-90.4434,38.6407,605,2021-03,4.73,41.9,60.9,38,1.68,10.65
29189,-90.4434,38.6407,605,2021-04,4.45,46.4,65.8,41.2,1.71,13.98
29189,-90.4434,38.6407,605,2021-05,2.97,56,73.4,51.1,2.04,16.29
29189,-90.4434,38.6407,605,2021-06,5.09,68.7,86.7,64.4,2.66,24.39
29189,-90.4434,38.6407,605,2021-07,5.91,70.9,87.2,68.3,2.06,21.48
29189,-90.4434,38.6407,605,2021-08,4.25,70.9,89.1,68.2,2.3,24.28
29189,-90.4434,38.6407,605,2021-09,4.14,63.4,84,60.8,1.94,23.2
29189,-90.4434,38.6407,605,2021-10,3.1,55.3,72,54.3,1.97,12.45
29189,-90.4434,38.6407,605,2021-11,0.48,35.7,57.1,32,1.67,10.2
29189,-90.4434,38.6407,605,2021-12,2.35,37,55.5,36.2,1.38,7.74
29189,-90.4434,38.6407,605,2022-01,1.53,19,38.1,18.4,0.84,4.25
29189,-90.4434,38.6407,605,2022-02,3.98,22.6,43.9,23.3,0.92,5.76
29189,-90.4434,38.6407,605,2022-03,5.13,37.3,59.8,33.4,1.74,12.3
29189,-90.4434,38.6407,605,2022-04,3.34,45.3,65.1,40.7,2.26,13.76
29189,-90.4434,38.6407,605,2022-05,6.44,59.8,77.3,57,3.04,17.26
29189,-90.4434,38.6407,605,2022-06,1.96,70.2,88.5,62.6,6.13,27.78
29189,-90.4434,38.6407,605,2022-07,11.26,73.8,91.6,68.5,5.94,29.38
29189,-90.4434,38.6407,605,2022-08,4.52,70.6,87.7,67.5,3.48,22.61
29189,-90.4434,38.6407,605,2022-09,2.98,62.1,81.1,58.6,2.98,20.31
29189,-90.4434,38.6407,605,2022-10,3.88,46.6,69.7,41.4,2.39,16.4
29189,-90.4434,38.6407,605,2022-11,2.63,38.1,56.4,34.2,2.04,9.83
29189,-90.4434,38.6407,605,2022-12,1.85,27.9,42,25.7,1.17,3.89
,,,,,,,,,,
18097,-86.1385,39.7817,734,2014-01,2.47,11.2,30.5,10.7,0.52,2.57
18097,-86.1385,39.7817,734,2014-02,3.03,15.7,31.5,12.6,0.66,3.07
18097,-86.1385,39.7817,734,2014-03,1.83,24.6,46,21.9,0.83,6.47
18097,-86.1385,39.7817,734,2014-04,6.12,43.4,65.5,37.6,1.66,13.75
18097,-86.1385,39.7817,734,2014-05,5.66,54.5,74.3,49.1,2.49,16.99
18097,-86.1385,39.7817,734,2014-06,6.63,65.5,81.7,60.7,2.68,17.7
18097,-86.1385,39.7817,734,2014-07,4.79,61.4,80.3,58.3,2.05,17.56
18097,-86.1385,39.7817,734,2014-08,3.29,65.3,83.7,62.3,2.35,19.78
18097,-86.1385,39.7817,734,2014-09,3.35,55.2,77,53.5,1.49,17.19
18097,-86.1385,39.7817,734,2014-10,3.46,46.3,64.3,43.4,1.43,10.43
18097,-86.1385,39.7817,734,2014-11,3.12,28.2,43.6,24.7,1.04,4.83
18097,-86.1385,39.7817,734,2014-12,2.82,30.2,41.5,28.6,0.62,2.84
18097,-86.1385,39.7817,734,2015-01,1.73,17.8,34.7,16.4,0.48,3.15
18097,-86.1385,39.7817,734,2015-02,1.09,10.1,30.8,9.8,0.49,3.05
18097,-86.1385,39.7817,734,2015-03,3.65,29.1,47.5,25.7,0.93,6.34
18097,-86.1385,39.7817,734,2015-04,5.22,44.5,64.6,38.3,1.73,12.24
18097,-86.1385,39.7817,734,2015-05,2.79,57.3,76.3,52,2.71,17.39
18097,-86.1385,39.7817,734,2015-06,7.85,64.5,79.9,61.2,2.21,15.85
18097,-86.1385,39.7817,734,2015-07,13.29,65.8,82.6,63.3,2.23,16.75
18097,-86.1385,39.7817,734,2015-08,1.94,63.1,81.3,59.4,2.28,18.46
18097,-86.1385,39.7817,734,2015-09,1.91,59.7,81.3,56,2.07,21.6
18097,-86.1385,39.7817,734,2015-10,1.97,46.4,66.9,41.7,1.86,12.98
18097,-86.1385,39.7817,734,2015-11,3.11,37.8,57.3,35.3,1.16,9.03
18097,-86.1385,39.7817,734,2015-12,5.47,35.9,49.8,35.6,0.59,3.99
18097,-86.1385,39.7817,734,2016-01,1.35,19.8,35.8,18.5,0.65,3.09
18097,-86.1385,39.7817,734,2016-02,2.64,26.5,43.1,23.7,0.77,5.38
18097,-86.1385,39.7817,734,2016-03,4.44,39.2,57.9,35.3,1.55,9.02
18097,-86.1385,39.7817,734,2016-04,4.58,42.6,63.8,38.6,1.69,12.6
18097,-86.1385,39.7817,734,2016-05,4.01,52.8,70.5,48.7,1.79,13.92
18097,-86.1385,39.7817,734,2016-06,5.28,64.8,83.5,59.2,3.17,21.06
18097,-86.1385,39.7817,734,2016-07,4.99,68.2,84.1,65.6,2.2,17.36
18097,-86.1385,39.7817,734,2016-08,10.31,69.8,85.3,66.8,2.26,17.96
18097,-86.1385,39.7817,734,2016-09,4.91,62.3,81.3,59.7,1.91,18.3
18097,-86.1385,39.7817,734,2016-10,3.61,51.2,69.9,49.2,1.7,12.36
18097,-86.1385,39.7817,734,2016-11,2.93,38.1,57.5,37,0.87,8.68
18097,-86.1385,39.7817,734,2016-12,1.46,23.8,37.7,22.4,0.56,2.83
18097,-86.1385,39.7817,734,2017-01,4.4,27.8,42,28.2,0.49,2.68
18097,-86.1385,39.7817,734,2017-02,0.6,33.1,51.8,29.2,1.05,7.18
18097,-86.1385,39.7817,734,2017-03,4.77,35.5,52.3,30.7,1.27,7.31
18097,-86.1385,39.7817,734,2017-04,5.11,49,68.8,43.6,2.42,14.24
18097,-86.1385,39.7817,734,2017-05,9.66,53.5,71.3,49.6,2.01,13.87
18097,-86.1385,39.7817,734,2017-06,5.72,62.6,81.4,55.7,3.25,21.15
18097,-86.1385,39.7817,734,2017-07,8.52,67.6,84,64.8,2.41,17.29
18097,-86.1385,39.7817,734,2017-08,2.3,63.3,82.2,59.1,2.44,20.48
18097,-86.1385,39.7817,734,2017-09,0.89,59.2,79.5,56.1,1.65,19.98
18097,-86.1385,39.7817,734,2017-10,3.35,50.4,67.2,47.1,1.33,11.03
18097,-86.1385,39.7817,734,2017-11,3.65,34.8,52.7,31.9,0.95,6.13
18097,-86.1385,39.7817,734,2017-12,1.15,24.2,38.8,20.3,0.84,4.24
18097,-86.1385,39.7817,734,2018-01,2.13,13.6,32,16.7,0.23,2.46
18097,-86.1385,39.7817,734,2018-02,4.9,28.4,45.3,27.7,0.7,4.37
18097,-86.1385,39.7817,734,2018-03,4.27,30.4,46.9,26,0.77,5.67
18097,-86.1385,39.7817,734,2018-04,4.54,37.1,55.8,32.1,1.51,8.94
18097,-86.1385,39.7817,734,2018-05,1.9,62.1,81.9,56.4,3.09,21.11
18097,-86.1385,39.7817,734,2018-06,5.48,67.3,84,63.4,2.37,19.4
18097,-86.1385,39.7817,734,2018-07,2.27,67.9,85.7,63.9,2.6,21.45
18097,-86.1385,39.7817,734,2018-08,5.42,68,83.3,65.5,1.98,16.34
18097,-86.1385,39.7817,734,2018-09,6.29,63.8,79.6,61.2,1.71,15.79
18097,-86.1385,39.7817,734,2018-10,2.25,47.3,65.1,45.7,1.02,10.61
18097,-86.1385,39.7817,734,2018-11,4.21,31.2,44,30.6,0.48,3.47
18097,-86.1385,39.7817,734,2018-12,2.84,29.2,43.3,29,0.44,3.39
18097,-86.1385,39.7817,734,2019-01,3.81,20.9,35.7,20.8,0.45,2.54
18097,-86.1385,39.7817,734,2019-02,4.95,24.3,40.7,25.3,0.45,2.87
18097,-86.1385,39.7817,734,2019-03,4.99,30,46.4,26,0.76,5.86
18097,-86.1385,39.7817,734,2019-04,5.72,43.9,61.8,41.8,1.19,9.71
18097,-86.1385,39.7817,734,2019-05,5.05,55.3,72.6,56,1.07,11.64
18097,-86.1385,39.7817,734,2019-06,7.56,63.4,79,60.9,1.63,15.08
18097,-86.1385,39.7817,734,2019-07,3.26,69.1,87.1,66.4,2.38,21.62
18097,-86.1385,39.7817,734,2019-08,3.86,65.5,83.7,62.9,2.27,19.9
18097,-86.1385,39.7817,734,2019-09,0.88,63,82,61.2,1.97,18.86
18097,-86.1385,39.7817,734,2019-10,3.74,48.1,67.4,46.5,1.4,12.11
18097,-86.1385,39.7817,734,2019-11,2.46,28.8,45.1,29.8,0.52,4.2
18097,-86.1385,39.7817,734,2019-12,3.45,27.4,45.3,30.3,0.26,3.82
18097,-86.1385,39.7817,734,2020-01,5.64,28.2,41,27.8,0.44,3.1
18097,-86.1385,39.7817,734,2020-02,4.04,26,41,25.6,0.52,3.68
18097,-86.1385,39.7817,734,2020-03,4.44,37,53.4,36.1,0.85,6.24
18097,-86.1385,39.7817,734,2020-04,2.05,41,60,38.3,1.24,10.09
18097,-86.1385,39.7817,734,2020-05,6.01,52.3,68.8,50.6,0.97,11.49
18097,-86.1385,39.7817,734,2020-06,4.41,64.7,83.1,58.9,3.51,21.69
18097,-86.1385,39.7817,734,2020-07,4.39,69.3,87.1,67.8,2.08,20.75
18097,-86.1385,39.7817,734,2020-08,4.61,66,82.9,63.5,1.77,18.04
18097,-86.1385,39.7817,734,2020-09,0.43,57.8,77.1,55.6,1.53,16.03
18097,-86.1385,39.7817,734,2020-10,5.12,44.9,63.8,43.8,1.07,10.51
18097,-86.1385,39.7817,734,2020-11,3.64,38.9,56.9,35.9,1.52,8.79
18097,-86.1385,39.7817,734,2020-12,1.58,27.7,40.9,26.6,0.66,3.6
18097,-86.1385,39.7817,734,2021-01,2.21,26.1,36.1,25.1,0.57,2.57
18097,-86.1385,39.7817,734,2021-02,1.88,18.4,31.4,17.9,0.58,2.7
18097,-86.1385,39.7817,734,2021-03,3.62,35.4,57.3,34.1,1.33,9.49
18097,-86.1385,39.7817,734,2021-04,3.68,44,62.1,39,2.07,11.81
18097,-86.1385,39.7817,734,2021-05,3.15,51.3,71.1,49.5,1.52,14.5
18097,-86.1385,39.7817,734,2021-06,6.14,66.1,82.5,62.9,2.45,18.47
18097,-86.1385,39.7817,734,2021-07,6.96,67.8,83.1,66.8,1.78,16.52
18097,-86.1385,39.7817,734,2021-08,2.49,69.2,85.4,67.1,2.06,19.06
18097,-86.1385,39.7817,734,2021-09,5.06,60.9,79.2,59.6,1.43,17.41
18097,-86.1385,39.7817,734,2021-10,6.32,53,69.1,54.5,0.69,9.41
18097,-86.1385,39.7817,734,2021-11,1.32,31.7,49.7,30.4,0.95,6.46
18097,-86.1385,39.7817,734,2021-12,4.03,33,50.8,33.6,0.9,5.13
